rank,genre,title,writer,company,date,price,star_content,star_edit
76,소설, eBook    참을 수 없는 존재의 가벼움 EPUB                              , 밀란 쿤데라 저 이재룡 역                                                            , 민음사                                        , 2021년 05월                                 ,"11,200원",5,4
77,소설, eBook    미드나잇 라이브러리 EPUB                              , 매트 헤이그 저   노진선 역                                                            , 인플루엔셜                                        , 2021년 05월                                 ,"12,500원",3,3
78,소설, eBook    룬의 아이들   데모닉 완전판 1 EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",5,5
79,소설, eBook    룬의 아이들   데모닉 완전판 2 EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",5,5
80,소설, eBook    룬의 아이들   데모닉 완전판 3 EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",4,4
81,소설, eBook     대여  종이학 살인사건 EPUB                              , 치넨 미키토 저 권하영 역                                                            , 북플라자                                        , 2022년 10월                                 ,"5,750원",5,4
82,소설, eBook     대여  형사의 분노 EPUB                              , 야쿠마루 가쿠 저 남소현 역                                                            , 북플라자                                        , 2022년 11월                                 ,"5,750원",0,0
83,소설, eBook     대여  살육에 이르는 병 EPUB                              , 아비코 다케마루 저 권일영 역                                                            , 검은숲                                        , 2022년 11월                                 ,"4,200원",3,3
84,소설, eBook    삼국지 원전 완역판 8 도남 EPUB                              , 나관중 원저 요시카와 에이지 편저 바른번역 역                                                            , 코너스톤                                        , 2020년 03월                                 ,900원,0,0
85,소설, eBook    오늘 밤  세계에서 이 사랑이 사라진다 해도 EPUB                              , 이치조 미사키 저 권영주 역                                                            , 모모                                        , 2021년 07월                                 ,"10,000원",5,5
86,소설, eBook    프로젝트 헤일메리 EPUB                              , 앤디 위어 저 강동혁 역                                                            , 알에이치코리아 RHK                                         , 2021년 05월                                 ,"12,950원",4,4
87,소설, eBook    나혜석   이성간의 우정론   한국문학전집 55 EPUB                              , 나혜석 저                                                            , 9의예술                                        , 2021년 02월                                 ,"1,000원",4,4
88,소설, eBook    룬의 아이들   데모닉 완전판 8 EPUB                              , 전민희 저                                                            , 14월의책                                        , 2021년 02월                                 ,"8,600원",5,5
89,소설, eBook    룬의 아이들   윈터러 완전판 EPUB  완결                              , 전민희 저 저                                                            , 14월의책                                        , 2019년 09월                                 ,"6,800원",4,4
90,소설, eBook    가재가 노래하는 곳 EPUB  유튜브 김미경 TV 소개도서 20190731                             , 델리아 오언스 저 김선형 역                                                            , 살림출판사                                        , 2019년 06월                                 ,"11,200원",4,4
91,소설, eBook    멋진 신세계 EPUB  tvN 요즘책방 소개도서 4                             , 올더스 헉슬리 저 안정효 역                                                            , 소담출판사                                        , 2018년 06월                                 ,"8,280원",4,3
92,소설, eBook     한글  카이로 단장  일본 BEST 소설 총서 9   미야자와 겐지  EPUB                              , 미야자와 겐지 저    일본통문장번역회 역                                                            , AlbaLux                                        , 2017년 02월                                 ,"1,000원",3,3
93,소설, eBook    이방인  한글판 영문판  EPUB                              , 알베르 까뮈 저                                                            , 더클래식                                        , 2013년 06월                                 ,990원,5,5
94,소설, eBook    인간 실격   세계문학전집 103 EPUB  민음사 세계문학전집 103 세계문학전집 103                             , 다자이 오사무 저                                                            , 민음사                                        , 2012년 10월                                 ,"6,300원",4,4
95,소설, eBook    데미안   세계문학전집 044 EPUB  민음사 세계문학전집 044 세계문학전집 44 tvN 요즘책방 소개도서 12                             , 헤르만 헤세 저                                                            , 민음사                                        , 2020년 12월                                 ,"5,600원",4,4
96,소설, eBook     대여  돌이킬 수 없는 약속 EPUB                              , 야쿠마루 가쿠 저 김성미 역                                                            , 북플라자                                        , 2023년 02월                                 ,"6,000원",0,0
97,소설, eBook    안젤리크 EPUB                              , 기욤 뮈소 저 양영란 역                                                            , 밝은세상                                        , 2023년 01월                                 ,"12,000원",0,0
98,소설, eBook    그림형제 동화 89  공주와 시녀의 한판 대결 EPUB                              , 그림형제 저                                                            , 본투비                                        , 2022년 12월                                 ,"1,000원",0,0
99,소설, eBook    우리가 세상을 이해하길 멈출 때 EPUB                              , 벵하민 라바투트 저 노승영 역                                                            , 문학동네                                        , 2022년 06월                                 ,"12,000원",5,5
100,소설, eBook    작별인사 EPUB                              , 김영하 저                                                            , 복복서가                                        , 2022년 05월                                 ,"10,000원",4,3
