,yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
1170,37,     개목초 강의                                  ,이케다다이사쿠,화광신문사,2021-07-01,4500,0,0,종교,인문,2023-02-23 14:09:08.536342
1171,38,     개목초 강의                                  ,이케다다이사쿠,화광신문사,2021-05-01,4500,0,0,종교,인문,2023-02-23 14:09:08.536342
1172,39,     부모학교                               ,게리토마스저윤종석역,도서출판CUP씨유피,2019-07-01,8400,0,0,종교,인문,2023-02-23 14:09:08.536342
1173,40,     만화 사도신경   기독교 진리의 핵심을 보여주는                               ,백금산,부흥과개혁사,2020-11-01,9000,0,0,종교,인문,2023-02-23 14:09:08.536342
1174,41,     길                               ,호세마리아에스끄리바저박찬역,흰물결,2021-01-01,10500,0,0,종교,인문,2023-02-23 14:09:08.536342
1175,42,     묵상과 설교 2020년 11 12월호 역대하 베드로후서 시편40 44편                                ,성서유니온출판부,한국성서유니온선교회,2020-11-01,15000,0,0,종교,인문,2023-02-23 14:09:08.536342
1176,43,     공자의 마지막 공부   운명을 넘어선다는 것                               ,김승호,다산초당,2020-10-01,11200,0,0,종교,인문,2023-02-23 14:09:08.536342
1177,44,     티베트 사자의 서   개정 완역                                 ,빠드마쌈바와저중암선혜편역,불광출판사,2020-08-01,17500,0,0,종교,인문,2023-02-23 14:09:08.536342
1178,45,     매일성경 순 2020년 5 6월호 시편1 23편 하박국 고린도전서                                ,성서유니온출판부,한국성서유니온선교회,2020-05-01,4500,0,0,종교,인문,2023-02-23 14:09:08.536342
1179,46,     초기불교의 이념과 명상                               ,틸만페터저김성철역,씨아이알CIR,2020-06-01,12600,0,0,종교,인문,2023-02-23 14:09:08.536342
1180,47,     존 비비어의 순종  개정증보판    하나님의 권위 아래서 누리는 보호와 자유                               ,존비비어저윤종석역,두란노,2020-03-01,11900,4,4,종교,인문,2023-02-23 14:09:08.536342
1181,48,     풍성한 삶으로의 초대                               ,김형국,비아토르,2018-04-01,7000,0,0,종교,인문,2023-02-23 14:09:08.536342
1182,49,     교회를 꿈꾼다                               ,김형국,비아토르,2018-06-01,8400,0,0,종교,인문,2023-02-23 14:09:08.536342
1183,50,     새가족반   그리스도 안에서 만나는 행복의 시작                               ,이정규,복있는사람,2019-12-01,10000,0,0,종교,인문,2023-02-23 14:09:08.536342
1184,51,     네 가지 사랑                               ,CS루이스저이종태역,홍성사,2019-10-01,7200,4,4,종교,인문,2023-02-23 14:09:08.536342
1185,52,     알수록 재미있는 그리스도교 이야기 2                               ,박승찬,가톨릭출판사,2019-04-01,11900,0,0,종교,인문,2023-02-23 14:09:08.536342
1186,53,     존 비비어의 광야에서   하나님  도대체 어디 계십니까                               ,존비비어저정성묵역,두란노,2019-03-01,9100,5,5,종교,인문,2023-02-23 14:09:08.536342
1187,54,     알수록 재미있는 그리스도교 이야기 1                               ,박승찬,가톨릭출판사,2019-03-01,11900,0,0,종교,인문,2023-02-23 14:09:08.536342
1188,55,     루이스 VS 프로이트   양장                               ,아맨드M니콜라이저홍승기역,홍성사,2018-12-01,9400,0,0,종교,인문,2023-02-23 14:09:08.536342
1189,56,     일곱산에 관한 예언                               ,조니엔로우저김동현역,순전한나드,2018-12-01,9100,0,0,종교,인문,2023-02-23 14:09:08.536342
1190,57,     정신과 의사의 체험으로 보는 사마타와 위빠사나  개정판                                ,전현수,불광출판사,2018-11-01,11900,0,0,종교,인문,2023-02-23 14:09:08.536342
1191,58,     무속과 무당                               ,김정범,백암,2018-11-01,7800,0,0,종교,인문,2023-02-23 14:09:08.536342
1192,59,     완벽한 부모는 없다   힘겨운 자녀양육을 축복으로 바꾸는 원리                               ,폴트립저김윤희역,생명의말씀사,2017-05-01,9800,0,0,종교,인문,2023-02-23 14:09:08.536342
1193,60,     존 비비어의 영적 무기력 깨기   신앙을 무력화시키는 영적 크립토나이트를 깨라                               ,존비비어저정성묵역,두란노,2018-01-01,11900,5,5,종교,인문,2023-02-23 14:09:08.536342
1194,61,     찬양대 기도모음   성가대 대표기도                               ,방천,e퍼플,2017-11-01,1000,5,5,종교,인문,2023-02-23 14:09:08.536342
1195,62,     아가페 스토리 바이블 구약 1                               ,쉬운성경편찬위원회,아가페출판사,2017-07-01,10500,4,4,종교,인문,2023-02-23 14:09:08.536342
1196,63,     주기도문 강해                               ,김세윤,두란노,2017-06-01,5600,4,4,종교,인문,2023-02-23 14:09:08.536342
1197,64,     왜 일하는가    밥벌이  삶  영성을 말하다                                ,조정민,두란노,2017-05-01,8400,4,4,종교,인문,2023-02-23 14:09:08.536342
1198,65,     관계의 걸림돌 극복하기   나만 왜 관계에 약할까                                ,이관직,두란노서원,2017-04-01,9100,4,4,종교,인문,2023-02-23 14:09:08.536342
1199,66,     차마 신이 없다고 말하기 전에   만화로 보는                               ,박영덕원,생명의말씀사,2011-05-01,8400,0,0,종교,인문,2023-02-23 14:09:08.536342
1200,67,     틱낫한 기도의 힘                               ,틱낫한,불광출판사,2017-02-01,9100,0,0,종교,인문,2023-02-23 14:09:08.536342
1201,68,     예수아 채널링   빛의 일꾼들에게 전하는 새 시대의 메시지                               ,파멜라크리베저이균형역,정신세계사,2016-10-01,10500,5,5,종교,인문,2023-02-23 14:09:08.536342
1202,69,     GOOD or GOD  무엇이 선인가                               ,존비비어,두란노서원,2015-11-01,11900,0,0,종교,인문,2023-02-23 14:09:08.536342
1203,70,     존 비비어의 끈질김   나는 달려갈 길을 다 마칠 때까지 멈추지 않는다                               ,존비비어,두란노,2015-11-01,9100,0,0,종교,인문,2023-02-23 14:09:08.536342
1204,71,     칭의와 성화                               ,김세윤,두란노서원,2015-10-01,9100,4,4,종교,인문,2023-02-23 14:09:08.536342
1205,72,     치유하는 불교 읽기   심리학의 눈으로 새롭게 풀이한 불교 핵심 교리                               ,서광,불광출판사,2013-12-01,10500,0,0,종교,인문,2023-02-23 14:09:08.536342
1206,73,     존 비비어의 결혼                               ,존비비어,두란노서원,2015-06-01,9800,0,0,종교,인문,2023-02-23 14:09:08.536342
1207,74,     팀 켈러의 기도                               ,팀켈러티머시켈러저최종훈역,두란노서원,2015-05-01,11200,4,4,종교,인문,2023-02-23 14:09:08.536342
1208,75,     워치만 니 미니북 22   자신을 아는 것과 하나님의 빛   워치만 니 미니북                             ,워치만니,한국복음서원,2015-04-01,600,0,0,종교,인문,2023-02-23 14:09:08.536342
1209,76,     깊은 기도를 경험하라                               ,김남준,생명의말씀사,2004-03-01,9100,4,4,종교,인문,2023-02-23 14:09:08.536342
1210,77,     WHY JESUS 왜 예수인가                                ,조정민,두란노서원,2014-11-01,9100,5,4,종교,인문,2023-02-23 14:09:08.536342
1211,78,     사무엘 상                               ,김구원,홍성사,2014-10-01,10000,4,4,종교,인문,2023-02-23 14:09:08.536342
1212,79,     금강경   무량공덕 01                             ,무비스님,창,2014-08-01,2500,0,0,종교,인문,2023-02-23 14:09:08.536342
1213,80,     우주가 사라지다    기적수업 을 통해 배우는 예수의 진정한 가르침                               ,개리레너드저이균형역,정신세계사,2014-07-01,15400,3,2,종교,인문,2023-02-23 14:09:08.536342
1214,81,     마더 테레사   그 사랑의 생애와 영혼의 메시지                               ,신홍범,두레,2022-12-01,9800,0,0,종교,인문,2023-02-23 14:09:08.536342
1215,82,     깨달음으로 가는 위빠사나 명상 근원에서 전체를 통째로 보라                               ,해공,유페이퍼,2022-11-01,10000,5,5,종교,인문,2023-02-23 14:09:08.536342
1216,83,     이기는 성도   에스더서에서 배우는 위기 극복                               ,이규현,두란노서원,2022-11-01,10500,0,0,종교,인문,2023-02-23 14:09:08.536342
1217,84,     누나  내가 결혼을 해보니까 말이야   책읽는사자의 연애와 결혼                               ,책읽는사자,규장,2022-09-01,9800,5,5,종교,인문,2023-02-23 14:09:08.536342
1218,85,     역사의 그늘에 서서   히틀러 치하 독일 신학자들의 설교                               ,칼바르트디트리히본회퍼헬무트골비처게르하르트에벨링루돌프불트만저딘G스트라우드편진규선역,감은사,2022-08-01,12800,0,0,종교,인문,2023-02-23 14:09:08.536342
1219,86,     법륜 스님의 반야심경 강의                               ,법륜,정토출판,2022-06-01,14000,0,0,종교,인문,2023-02-23 14:09:08.536342
1220,87,     진약사의 기도학교 1   시간과 장소를 정하면 나타나는 기적                               ,진정주,두란노서원,2022-07-01,11200,0,0,종교,인문,2023-02-23 14:09:08.536342
1221,88,     신과 악마 사이                               ,헬무트틸리케저손성현역,복있는사람,2022-06-01,7000,0,0,종교,인문,2023-02-23 14:09:08.536342
1222,89,     한 평범한 직장인의 신비한 영적 체험                               ,미류아름다운석류나무,유페이퍼,2022-06-01,6900,0,0,종교,인문,2023-02-23 14:09:08.536342
1223,90,     교회 구석에서 묻는 질문들   차마 하지 못했던  우리 시대 청년 그리스도인의 16가지 질문                               ,오성민,복있는사람,2022-06-01,11000,4,4,종교,인문,2023-02-23 14:09:08.536342
1224,91,     잃어버린 기도의 비밀   1 700년간 잠들어 있던 신과 소통하는 언어                               ,그렉브레이든저황소연역,김영사,2022-04-01,8910,0,0,종교,인문,2023-02-23 14:09:08.536342
1225,92,     모든 사람을 위한 공동서신   야고보서  베드로전후서  요한일이삼서  유다서                               ,톰라이트,IVP,2022-02-01,10000,0,0,종교,인문,2023-02-23 14:09:08.536342
1226,93,     적천수   형상기국론의 체계적 이론을 세운 명저                                  ,유백온원저무공역,문원북,2021-12-01,17500,0,0,종교,인문,2023-02-23 14:09:08.536342
1227,94,     내 안의 권능 사용법                               ,소울디,소울디자인,2021-08-01,9900,0,0,종교,인문,2023-02-23 14:09:08.536342
1228,95,     백유경 큰글씨 한글경전                               ,경전연구모임편,불교시대사,2021-08-01,7000,0,0,종교,인문,2023-02-23 14:09:08.536342
1229,96,     놀라운 하나님의 은혜    은혜 없는 세상을 향한 사랑과 용서의 메시지                               ,필립얀시저윤종석역,IVP,2021-07-01,11000,4,4,종교,인문,2023-02-23 14:09:08.536342
1230,97,     개목초 강의                                  ,이케다다이사쿠,화광신문사,2021-07-01,4500,0,0,종교,인문,2023-02-23 14:09:08.536342
1231,98,     개목초 강의                                  ,이케다다이사쿠,화광신문사,2021-05-01,4500,0,0,종교,인문,2023-02-23 14:09:08.536342
1232,99,     부모학교                               ,게리토마스저윤종석역,도서출판CUP씨유피,2019-07-01,8400,0,0,종교,인문,2023-02-23 14:09:08.536342
1233,100,     만화 사도신경   기독교 진리의 핵심을 보여주는                               ,백금산,부흥과개혁사,2020-11-01,9000,0,0,종교,인문,2023-02-23 14:09:08.536342
1234,1,     한계선을 넘다    눈물을 마시는 새  게임 영상화를 위한 아트북                                ,크래프톤,황금가지,2022-11-01,18000,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1235,2,     하얀 전쟁                               ,안정효원저정지영공수영조영철심승보편,커뮤니케이션북스,2021-05-01,7840,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1236,3,     체스 챔피언   이기는 체스 게임의 법칙                                ,김도윤,성안당,2022-08-01,17600,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1237,4,     헤어질 결심 각본                               ,박찬욱정서경,을유문화사,2022-08-01,10500,5,3,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1238,5,     영화가 뭐라고   언젠가 한 획을 그을 한국영화 스태프 32명과의 대화                               ,안소희주화,퇴근후작당모의,2022-05-01,12600,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1239,6,     인간과 사진                               ,제프다이어저김유진역,을유문화사,2022-05-01,16100,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1240,7,     배우  연출  디자이너를 위한 대본 분석                               ,제임스토머스저김창화역,지만지드라마,2022-05-01,28640,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1241,8,     와인이 있는 100가지 장면   영화 속 와인 안내서                               ,엄정선배두환글박이수박수정그림,보틀프레스,2021-09-01,15120,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1242,9,     케이팝 시대를 항해하는 콘서트 연출기   소극장에서 웸블리 스타디움까지  케이팝 콘서트 연출 노트                               ,김상욱저김윤주그림,달,2021-06-01,10400,4,4,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1243,10,     연기하지 않는 연기                               ,해럴드거스킨저이은주역,도레미엔터테인먼트,2021-06-01,14400,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1244,11,     홈 레코딩 마스터 교과서   프로처럼 녹음하고 실수를 줄이는 레코딩   믹싱   마스터링 노하우의 비밀                               ,김현부저윤여문감수,보누스,2021-05-01,24750,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1245,12,     괴물 1   김수진 대본집                               ,김수진,북로그컴퍼니,2021-05-01,12600,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1246,13,     악보 없이 기타 치기                               ,다길람,북랩,2021-01-01,9800,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1247,14,     꼭 알아야 할 기타코드 120가지                               ,박민,유페이퍼,2021-01-01,9000,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1248,15,     아무래도 그림을 사야겠습니다   멋을 아는 사람의 생애 첫 미술 투자                               ,손영옥,자음과모음,2020-11-01,11800,5,5,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1249,16,     그림책  해석의 공간                               ,이성엽,마루벌,2015-07-01,10500,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1250,17,      특가  세트  휴고 상 기타 수상작  총3권  ,켄리우외,황금가지,2019-02-01,20800,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1251,18,      특가  세트  휴고 상 장편 수상작  총7권  ,로버트A하인라인어슐러K르귄외,황금가지,2019-02-01,53700,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1252,19,     STORY 시나리오 어떻게 쓸 것인가   되는 영화를 만드는 시나리오 불변의 법칙들                               ,로버트맥키,민음인,2019-02-01,17500,4,4,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1253,20,     미스터 션샤인 1                               ,김수연저김은숙원,알에이치코리아RHK,2018-10-01,10360,4,5,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1254,21,     브랜드 디자인   브랜드를 만드는 힘은 직관이나 감성이 아니다  촘촘한 실무의 단계들이다  디자인이다                                ,캐서린슬레이드브루킹저이재경역,홍디자인,2018-08-01,11900,5,5,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1255,22,     조선속곡집                               ,이상준,온이퍼브,2017-05-01,8500,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1256,23,     브랜드 디자인   브랜드를 만드는 힘은 직관이나 감성이 아니다  촘촘한 실무의 단계들이다  디자인이다                                ,캐서린슬레이드브루킹저이재경역,홍디자인,2018-08-01,11900,5,5,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1257,24,     조선속곡집                               ,이상준,온이퍼브,2017-05-01,8500,0,0,예술 대중문화,가정/생활,2023-02-23 14:09:08.536342
1258,1,     물고기는 존재하지 않는다   상실  사랑 그리고 숨어 있는 삶의 질서에 관한 이야기                               ,룰루밀러저정지인역,곰출판,2022-01-01,11900,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1259,2,     우리는 각자의 세계가 된다   뇌과학과 신경과학이 밝혀낸 생후배선의 비밀                               ,데이비드이글먼저김승욱역,알에이치코리아RHK,2023-02-01,15400,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1260,3,     코스모스   특별판   유튜브 김미경 TV 소개도서 20191211 tvN 요즘책방 소개도서 14                             ,칼에드워드세이건,사이언스북스,2017-03-01,16500,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1261,4,     과학이 사랑에 대해 말해줄 수 있는 모든 것   진화인류학자  사랑의 스펙트럼을 탐구하다                               ,애나마친저제효영역,어크로스,2022-12-01,14000,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1262,5,     다정한 것이 살아남는다                               ,브라이언헤어버네사우즈공저이민아역박한선감수,아카넷,2021-10-01,17000,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1263,6,     삼성내과매뉴얼 8판   삼성내과매뉴얼                               ,성균관대학교의과대학삼성서울병원내과,군자출판사,2021-10-01,32000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1264,7,     나는 어쩌다 명왕성을 죽였나   명왕성 킬러 마이크 브라운의 태양계 초유의 행성 퇴출기                               ,마이크브라운저지웅배역,롤러코스터,2021-04-01,13500,4,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1265,8,     브로카의 뇌   과학과 과학스러움에 대하여                               ,칼에드워드세이건저홍승효역,사이언스북스,2023-02-01,18000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1266,9,     문과생도 이해하는 전기전자수학                               ,야마시타아키라저박윤경이현숙공역곽동주감수,한빛아카데미,2023-02-01,20000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1267,10,     AI 지도책   세계의 부와 권력을 재편하는 인공지능의 실체                               ,케이트크로퍼드저노승영역,소소의책,2023-01-01,16800,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1268,11,     피타고라스 생각 수업   수학자는 어떻게 발견하고 분석하고 활용할까                               ,이광연,유노라이프,2023-01-01,15000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1269,12,     줄기세포 그것이 알고 싶다                                ,이은규,초록엽서,2023-01-01,7000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1270,13,     SF see follow  고등 수학2 단원별정리 3 미분계수와 도함수   고2 수2 미분법 손글씨 풀이집                               ,이두영,자두나무한입,2022-12-01,4000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1271,14,     여섯 번째 대멸종                               ,엘리자베스콜버트저김보영역최재천감수,쌤앤파커스,2022-12-01,12600,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1272,15,     에볼루션 익스프레스   생명의 진화를 탐사하는 기나긴 항해                               ,조진호저장대익감수,위즈덤하우스,2022-11-01,15400,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1273,16,     과학이 필요한 시간   빅뱅에서 다중우주로 가는 초광속   초밀착 길 안내서                               ,궤도,동아시아,2022-10-01,11200,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1274,17,     내가 된다는 것   데이터  사이보그  인공지능 시대에 인간 의식을 탐험하다                               ,아닐세스저장혜인역,흐름출판,2022-08-01,16000,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1275,18,     우리는 모두 조금은 이상한 것을 믿는다   누구나 한 번쯤은 믿어봤을 재밌거나 이상하거나 위험한 생각들                               ,이덕환리처드와이즈먼제시베링최낙언이지형박진영대니얼록스턴니콜라고브리트데이비드자이글러도널드프로세로저외7명정보더보기감추기이덕환리처드와이즈먼제시베링최낙언이지형박진영대니얼록스턴니콜라고브리트데이비드자이글러도널드프로세로레베카앤더스버크너버나드레이킨드스타니슬라스프랑포르제임스앨런체인존버크너5세찰스S레이카트코리마컴,바다출판사,2022-08-01,12800,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1276,19,     아더 마인즈   문어  바다  그리고 의식의 기원                               ,피터고프리스미스저김수빈역,이김,2022-05-01,9500,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1277,20,     과학으로 생각하기   생각의 그릇을 키우는 42가지 과학 이야기                               ,임두원,포레스트북스,2022-05-01,13800,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1278,21,     혼자하는 수능수학   확률과 통계  2022년    단군이래 최고 자세한 설명                               ,조성준,차미,2022-04-01,10000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1279,22,     나를 알고 싶을 때 뇌과학을 공부합니다   뇌가 멈춘 순간  삶이 시작되었다                               ,질볼트테일러저진영인역,윌북willbook,2022-03-01,13900,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1280,23,     중독 이야기                               ,최은상,도서출판인타임,2022-03-01,10000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1281,24,     역사를 품은 수학  수학을 품은 역사   인류의 역사에 스며든 수학적 통찰의 힘                               ,김민형,21세기북스,2021-12-01,12640,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1282,25,     미적분에 빠진 하루   골디락스 접근법을 활용한 새로운 미적분 교과서                               ,오스카E페르난데스저강신원역,프리렉,2021-06-01,11200,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1283,26,     오토캐드 40시간 완성                               ,신동진,피앤피북,2021-04-01,8900,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1284,27,     농장형 치유농업 프로그램 개발 가이드                               ,농촌진흥청국립원예특작과학원,진한엠앤비,2020-12-01,12000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1285,28,     사이코패스 뇌과학자   괴물은 태어나는가  만들어지는가                               ,제임스팰런저김미선역,더퀘스트,2020-10-01,12800,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1286,29,     노화의 종말   하버드 의대 수명 혁명 프로젝트                               ,데이비드A싱클레어매슈D러플랜트,부키,2020-08-01,15500,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1287,30,     알기쉬운 전자회로  5판    01  전자회로의 기초                               ,김영태박구범오원석,복두출판사,2020-07-01,3100,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1288,31,     생명과학 기초 유전자에서 세포까지                                ,이우걸,아진,2020-07-01,18000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1289,32,     우주생물학  제3판                                ,DavidARotheryIainGilmourMarkASephton공저송인옥권석민장헌영김유제심채경김용기손정주,시그마프레스,2020-06-01,27300,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1290,33,     엄청나게 복잡하고 끔찍하게 재밌는 문제들   옥스퍼드와 케임브리지 입학시험의 고품격 수학 물리 문제                               ,토마스포비,반니,2020-03-01,16000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1291,34,     동력제어 배선실습  2판                                ,장동수,복두출판사,2019-10-01,25000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1292,35,     아기 말고 내 몸이 궁금해서   직접 찾아 나선 과학 기자의 임신 관찰기                               ,우아영,휴머니스트,2019-10-01,11200,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1293,36,     꼭 알아야 할 생화학  2판                                ,이주희등,교문사유제동,2019-10-01,19800,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1294,37,     파란하늘 빨간지구   기후변화와 인류세  지구시스템에 관한 통합적 논의                               ,조천호,동아시아,2019-04-01,9600,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1295,38,     이기적 유전자  40주년 기념판    tvN 요즘책방 소개도서 10                             ,리처드도킨스저홍영남이상임역,을유문화사,2019-02-01,14000,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1296,39,     호킹의 빅 퀘스천에 대한 간결한 대답   호킹의 유작                               ,스티븐호킹저배지은역,까치까치글방,2019-01-01,11900,5,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1297,40,     수학이 필요한 순간   인간은 얼마나 깊게 생각할 수 있는가                               ,김민형,인플루엔셜,2018-08-01,11000,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1298,41,     물리가 쉬워지는 미적분   처음 만나는 물리수학책                               ,나가노히로유키저위정훈역김범준감수,비전코리아,2018-06-01,13800,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1299,42,     과학이라는 헛소리   욕심이 만들어낸 괴물  유사과학                                ,박재용,MID엠아이디,2018-03-01,9000,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1300,43,     최신태양계 대도감   태양계 모든 구성원의 탄생 현재 미래를 철저 분석    Newton Highlight 108   태양계 모든 구성원의 탄생 현재 미래를 철저 분석    Newton Highlight                              ,편집부,주아이뉴턴,2017-08-01,14000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1301,44,     숫자 없이 모든 문제가 풀리는 수학책   복잡한 세상을 심플하게 꿰뚫어보는 수학적 사고의 힘                               ,도마베치히데토,북클라우드,2017-02-01,9400,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1302,45,     바이블 사이언스   스토리 사이언스 04   과학으로 펼치는 성서의 세계   스토리 사이언스                             ,이정모,바다출판사,2016-11-01,9500,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1303,46,     지도 도법  지도 보는 법                                ,잇끌림편집부편엮,upaper유페이퍼,2016-07-01,2500,4,3,자연과학,자연/과학,2023-02-23 14:09:08.536342
1304,47,     틀리지 않는 법   수학적 사고의 힘                               ,조던엘렌버그,열린책들,2016-05-01,16200,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1305,48,     파인만 씨 농담도 잘하시네 1                               ,리처드필립파인만저김희봉역,사이언스북스,2014-07-01,5600,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1306,49,     허공의 놀라운 비밀   우주와 나를 연결하는                                ,남경흥,지식과감성,2013-08-01,10500,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1307,50,     기적을 부르는 뇌   뇌가소성 혁명이120 일구어낸 인간 승리의 기록들                               ,노먼노이지저김미선역,지호,2012-08-01,18400,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1308,51,     혼자하는 수능수학   확률과 통계  2022년    단군이래 최고 자세한 설명                               ,조성준,차미,2022-04-01,10000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1309,52,     나를 알고 싶을 때 뇌과학을 공부합니다   뇌가 멈춘 순간  삶이 시작되었다                               ,질볼트테일러저진영인역,윌북willbook,2022-03-01,13900,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1310,53,     중독 이야기                               ,최은상,도서출판인타임,2022-03-01,10000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1311,54,     역사를 품은 수학  수학을 품은 역사   인류의 역사에 스며든 수학적 통찰의 힘                               ,김민형,21세기북스,2021-12-01,12640,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1312,55,     미적분에 빠진 하루   골디락스 접근법을 활용한 새로운 미적분 교과서                               ,오스카E페르난데스저강신원역,프리렉,2021-06-01,11200,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1313,56,     오토캐드 40시간 완성                               ,신동진,피앤피북,2021-04-01,8900,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1314,57,     농장형 치유농업 프로그램 개발 가이드                               ,농촌진흥청국립원예특작과학원,진한엠앤비,2020-12-01,12000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1315,58,     사이코패스 뇌과학자   괴물은 태어나는가  만들어지는가                               ,제임스팰런저김미선역,더퀘스트,2020-10-01,12800,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1316,59,     노화의 종말   하버드 의대 수명 혁명 프로젝트                               ,데이비드A싱클레어매슈D러플랜트,부키,2020-08-01,15500,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1317,60,     알기쉬운 전자회로  5판    01  전자회로의 기초                               ,김영태박구범오원석,복두출판사,2020-07-01,3100,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1318,61,     생명과학 기초 유전자에서 세포까지                                ,이우걸,아진,2020-07-01,18000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1319,62,     우주생물학  제3판                                ,DavidARotheryIainGilmourMarkASephton공저송인옥권석민장헌영김유제심채경김용기손정주,시그마프레스,2020-06-01,27300,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
