,yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
1320,63,     엄청나게 복잡하고 끔찍하게 재밌는 문제들   옥스퍼드와 케임브리지 입학시험의 고품격 수학 물리 문제                               ,토마스포비,반니,2020-03-01,16000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1321,64,     동력제어 배선실습  2판                                ,장동수,복두출판사,2019-10-01,25000,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1322,65,     아기 말고 내 몸이 궁금해서   직접 찾아 나선 과학 기자의 임신 관찰기                               ,우아영,휴머니스트,2019-10-01,11200,5,5,자연과학,자연/과학,2023-02-23 14:09:08.536342
1323,66,     꼭 알아야 할 생화학  2판                                ,이주희등,교문사유제동,2019-10-01,19800,0,0,자연과학,자연/과학,2023-02-23 14:09:08.536342
1324,67,     파란하늘 빨간지구   기후변화와 인류세  지구시스템에 관한 통합적 논의                               ,조천호,동아시아,2019-04-01,9600,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1325,68,     이기적 유전자  40주년 기념판    tvN 요즘책방 소개도서 10                             ,리처드도킨스저홍영남이상임역,을유문화사,2019-02-01,14000,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1326,69,     호킹의 빅 퀘스천에 대한 간결한 대답   호킹의 유작                               ,스티븐호킹저배지은역,까치까치글방,2019-01-01,11900,5,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1327,70,     수학이 필요한 순간   인간은 얼마나 깊게 생각할 수 있는가                               ,김민형,인플루엔셜,2018-08-01,11000,4,4,자연과학,자연/과학,2023-02-23 14:09:08.536342
1328,1,     똑게육아   영유아 수면교육                               ,로리김준희,북로스트,2022-05-01,14940,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1329,2,     품격 있는 아내들의 남편 다루는 법   남편을 내 편으로 만드는 부부 갈등 조종술                                ,김민수,북스고,2022-10-01,11900,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1330,3,     맛있어서 지속 가능한 디디미니 다이어트 레시피                               ,미니박지우,빅피시,2022-05-01,13160,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1331,4,     아이주도 이유식 유아식 매뉴얼  개정판    스스로  그리고 함께하는 행복한 맘마                               ,BLW연구소,아퍼블리싱,2021-10-01,18000,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1332,5,     김밀란 리조또   이탈리아에서 요리하는 셰프 정통 리조또 바이블                               ,김밀란,다산라이프,2023-02-01,14000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1333,6,      단독  도시맘은 어떻게 시골에서 영재를 키웠나   시골 유학으로 영재원에 합격한 릴리의 학습 비법 단독 선출간                                 ,한혜진릴리맘김지우릴리,봄름,2022-12-01,10620,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1334,7,      단독  아이에게 주는 감정 유산   가족심리학자 엄마가 열어준 마음 성장의 힘  단독 선출간                                 ,이남옥,라이프앤페이지,2023-02-01,10710,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1335,8,     베싸육아                               ,박정은,래디시,2023-01-01,15400,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1336,9,     자발적 방관육아   프랑스도 인정한 한국 엄마의 특별한 육아법                                ,최은아,쌤앤파커스,2023-01-01,12000,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1337,10,     어머니  사교육을 줄이셔야 합니다   지속가능  실천가능한 사교육 줄이는 방법                               ,정승익,메이트북스,2023-01-01,10200,4,4,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1338,11,     스카이 버스   명문 대학으로 직행하는 초등 공부 전략서                               ,분당강쌤,다산에듀,2023-01-01,12600,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1339,12,     밥 챙겨 먹어요  행복하세요   마음 편한 맛이 필요한 날  마포농수산쎈타가 전하는 밥 술 한상차림 레시피                                ,마포농수산쎈타,세미콜론,2023-01-01,13800,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1340,13,     정재순 10살 전 영어혁명   엄마표 영어로 국내파 아들 실리콘밸리 취업  딱 3년  사교육비 1억 절약  중2 리딩 레벨 확보                                 ,정재순,진서원,2022-12-01,16000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1341,14,     부모의 말  아이의 뇌   두뇌 발달과 학습 능력을 결정짓는 3천만 단어의 힘                                ,데이나서스킨드베스서스킨드레슬리르윈터서스킨드저최다인역,부키,2022-12-01,13000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1342,15,     기분대로 아이를 키우지 않겠습니다   뇌과학으로 배우는 엄마의 감정 수업                                ,곽윤정,포레스트북스,2022-11-01,10500,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1343,16,     시니맘의 오늘도 완밥 유아식   영양과 간편함을 사로잡은 완밥 보장 유아식 레시피                                ,박지혜,혜지원,2022-10-01,13650,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1344,17,     세상에서 가장 쉬운 본질육아   삶의 근본을 보여주는 부모  삶을 스스로 개척하는 아이                               ,지나영,21세기북스,2022-09-01,15040,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1345,18,     맛있는 글루텐 프리 홈베이킹   과학 한 꼬집 넣어 만드는 레시피 100                               ,카타리나체르멜리저서지희역,터닝포인트,2022-09-01,20000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1346,19,     엄마가 만드는 초등 수학 자신감   공부 잘하는 아이는 결국 수학에서 결정된다                               ,정희경,한빛라이프,2022-04-01,12800,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1347,20,     슈가레인 카페 디저트 클래스   카페 창업자도 홈베이킹 입문자도 지금 바로 만들 수 있는 인기 레시피                               ,조한빛,비타북스VITABOOKS,2022-02-01,12600,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1348,21,     유아식 레시피북   돌부터 요리를 시작하는 요린이 부모를 위한                               ,BLW연구소,경향비피,2022-01-01,13200,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1349,22,     식탁 위의 조연 같은 주인공 젓갈                               ,강지영,북랩,2021-11-01,10400,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1350,23,     식품 보존 방법   알뜰한 살림을 위한 더 맛있고 오래 가는                               ,도쿠에지요코저김선숙역,성안당,2021-11-01,13600,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1351,24,     신의진의 아이심리백과  30만 부 기념 최신 증보판  합본    0 6세 부모가 꼭 알아야 할 아이 성장에 관한 모든 것                               ,신의진,메이븐,2021-11-01,18000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1352,25,     4 7세 보다 중요한 시기는 없습니다   아이의 정서와 인지 발달을 키우는 결정적 시기                               ,이임숙,카시오페아,2021-08-01,11200,5,5,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1353,26,     라임맘의 실패 없는 아이주도 이유식 유아식   자존감을 높이는 즐거운 식사법                               ,옥한나저조애경감수,중앙북스books,2021-07-01,20000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1354,27,     한 그릇 싹  비우는 서현이네 유아식   편식 걱정 끝  세상 편한 레시피                               ,한온유,베가북스,2021-05-01,10360,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1355,28,     아토피를 이기는 면역 밥상   우리가족 아토피를 위한 88가지 계절요리                               ,강석아저이환용감수,광문각,2021-03-01,24500,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1356,29,     최고의 당뇨 밥상   영양학 전문가의 맞춤 당뇨식                               ,마켓온오프,리스컴,2021-03-01,10200,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1357,30,     집밥이 더 맛있어지는 명랑쌤 비법 국물요리   넉넉히 만들어둔 비법 밑국물로 맛있게 한 끼 완성하기                               ,이혜원,레시피팩토리단행,2021-02-01,9660,4,4,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1358,31,     한식조리기능사 필기 실기   조리사 자격증 완벽대비                               ,오순환,백산출판사,2020-11-01,24000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1359,32,     안 먹는 아이 잘 먹게 만드는 엄마의 말   아이가 안 먹는 것은 90  엄마의 말 때문이다                               ,야마구치겐타저황미숙역,센시오,2020-12-01,11040,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1360,33,     결과가 증명하는 20년 책육아의 기적   몸마음머리 독서법                               ,서안정,한국경제신문사한경비피,2020-11-01,13440,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1361,34,     어떻게 말해줘야 할까   오은영의 현실밀착 육아회화                               ,오은영저차상미그림,김영사,2020-11-01,11070,5,4,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1362,35,     기적의 콘텐츠 영어 수업                               ,이해성,다산북스,2020-10-01,11900,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1363,36,     집밥이 편해지는 명랑쌤 비법 밑반찬   한 번에 넉넉히 만들어 일주일 편하게 먹기                               ,이혜원,레시피팩토리단행,2020-10-01,9660,4,4,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1364,37,     진짜 캠핑 요리   버너 하나로 간편하게 만드는 베스트 캠핑 레시피 140                               ,이미경,상상출판,2020-08-01,9300,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1365,38,     하루 한 장 임신 출산 데일리북                               ,김수연김문영한유정공,이덴슬리벨EATSLEEPWELL,2020-07-01,19200,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1366,39,     우리 잘 낳을 수 있어요   연앤네이쳐 박지원 원장의 자연주의 출산 이야기                               ,박지원,BMK비엠케이,2020-07-01,12000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1367,40,     아파트 인테리어 교과서   아파트 리노베이션의 모든 것                               ,주부의벗사편박승희역,즐거운상상,2020-07-01,11900,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1368,41,     신의진의 아이심리백과 5 6세 편  30만 부 기념 최신 증보판    5 6세 부모가 꼭 알아야 할 아이 성장에 관한 모든 것                               ,신의진,메이븐,2020-06-01,10000,0,0,가정 살림,가정/생활,2023-02-23 14:09:08.536342
1369,42,     불량육아   지랄발랄 하은맘의                                ,김선미,알에이치코리아RHK,2020-06-01,10360,4,4,가정 살림,가정/생활,2023-02-23 14:09:08.536342
