aladin_rank,subject,aladin_writer,aladin_publisher,aladin_date,aladin_price,aladin_review,aladin_genre,sm_genre,present_date
  88    ,실패부모 성공부모 : 자녀의 사회적 성공을 이끄는 양육원리,임작가 (지은이) , 너츠볼츠 ,2018-12-01,4800,0.0,좋은 부모,가정/생활,2023-02-24
  89    ,미니멀 육아의 행복,"크리스틴 고, 아샤 돈페스트 (지은이), 곽세라 (옮긴이) ", 북하우스 ,2015-04-01,11200,4.5,좋은 부모,가정/생활,2023-02-24
  90    ,집중력을 높이는 유아놀이,경향미디어 ,,2010-04-01,6000,4.0,좋은 부모,가정/생활,2023-02-24
  91    ,대치동 수학 공부의 비밀,고대원 (지은이) , 길벗 ,2021-01-01,11200,5.0,좋은 부모,가정/생활,2023-02-24
  92    ,오픈도어,"김승언 (지은이), 안동현 (감수) ", 한언출판사 ,2019-07-01,8900,4.5,좋은 부모,가정/생활,2023-02-24
  93    ,초등 공부 습관 바이블,하유정 (지은이) , 한빛라이프 ,2022-06-01,12960,5.0,좋은 부모,가정/생활,2023-02-24
  94    ,0~7세 발달심리에 따른 책육아 실전 수업,장선영 (지은이) , 라이온북스 ,2022-12-01,12460,5.0,좋은 부모,가정/생활,2023-02-24
  95    ,적기교육,이기숙 (지은이) , 글담출판 ,2015-09-01,9660,5.0,좋은 부모,가정/생활,2023-02-24
  96    ,맘스 잉글리시 : 집에서 자주 쓰는 표현,"최혜림, 김우선, 이은별 (지은이), Jay Waters (감수) ", 넥서스 ,2015-01-01,1900,4.5,좋은 부모,가정/생활,2023-02-24
  97    ,요즘 유대인의 단단 육아,"에이나트 나단 (지은이), 이경아 (옮긴이) ", 윌북 ,2021-12-01,11800,5.0,좋은 부모,가정/생활,2023-02-24
  98    ,슬기로운 난임생활,김여희 (지은이) , 이담북스 ,2020-12-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  99    ,아이의 사회성,이영애 (지은이) , 지식플러스 ,2018-03-01,10500,5.0,좋은 부모,가정/생활,2023-02-24
  100    ,초등학생이 좋아하는 동화책 200,이시내 (지은이) , 북하우스 ,2023-01-01,13000,5.0,좋은 부모,가정/생활,2023-02-24
  1    ,챗GPT,반병현 (지은이) , 생능북스 ,2023-02-01,11000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  2    ,마케팅 설계자,"러셀 브런슨 (지은이), 이경식 (옮긴이) ", 윌북 ,2022-12-01,17360,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  3    ,모던 자바스크립트 Deep Dive,이웅모 (지은이) , 위키북스 ,2021-01-01,31500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  4    ,진짜 쓰는 실무 엑셀,오빠두(전진권) (지은이) , 제이펍 ,2022-09-01,14700,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  5    ,AI 2041,"리카이푸, 천치우판 (지은이), 이현 (옮긴이) ", 한빛비즈 ,2023-01-01,20860,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  6    ,이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),"전용문, 박현민 (지은이) ", 위키북스 ,2023-01-01,19600,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  7    ,면접을 위한 CS 전공지식 노트,주홍철 (지은이) , 길벗 ,2022-05-01,16800,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  8    ,IT 5분 잡학사전,"니꼴라스, 배지현 (지은이) ", 이지스퍼블리싱 (주) ,2022-10-01,10000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  9    ,Do it! 리액트 모던 웹 개발 with 타입스크립트,전예홍 (지은이) , 이지스퍼블리싱 (주) ,2023-01-01,28000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  10    ,비전공자를 위한 이해할 수 있는 IT 지식,최원영 (지은이) , T.W.I.G(티더블유아이지)(주) ,2021-04-01,10800,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  11    ,혼자 공부하는 컴퓨터 구조 + 운영체제,강민철 (지은이) , 한빛미디어 ,2022-08-01,20160,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  12    ,가상 면접 사례로 배우는 대규모 시스템 설계 기초,"알렉스 쉬 (지은이), 이병준 (옮긴이) ", 인사이트 ,2021-08-01,19200,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  13    ,일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 ,2023-02-01,11000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  14    ,클린 코드 Clean Code,"로버트 C. 마틴 (지은이), 이해영, 박재호 (옮긴이) ", 인사이트 ,2020-08-01,26400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  15    ,혼자 공부하는 파이썬,윤인성 (지은이) , 한빛미디어 ,2022-05-01,15840,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  16    ,혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트,빨간고래(박정아) (지은이) , 한빛미디어 ,2022-06-01,15840,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  17    ,"눈치껏 못 배웁니다, 일센스",공여사들 (지은이) , 21세기북스 ,2021-05-01,12800,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  18    ,러닝 타입스크립트,"조시 골드버그 (지은이), 고승원 (옮긴이) ", 한빛미디어 ,2023-01-01,18720,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  19    ,Do it! 깡샘의 안드로이드 앱 프로그래밍 with 코틀린 (개정 2판),강성윤 (지은이) , 이지스퍼블리싱 ,2022-12-01,28000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  20    ,실전에서 바로 쓰는 Next.js,"미셸 리바 (지은이), 박수현 (옮긴이) ", 한빛미디어 ,2023-02-01,20800,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  21    ,Do it! HTML+CSS+자바스크립트 웹 표준의 정석,고경희 (지은이) , 이지스퍼블리싱 (주) ,2021-01-01,19000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  22    ,헤드 퍼스트 디자인 패턴,"케이시 시에라, 버트 베이츠, 엘리자베스 롭슨 (지은이) ", 한빛미디어 ,2022-04-01,25920,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  23    ,구글 엔지니어는 이렇게 일한다,"타이터스 윈터스, 톰 맨쉬렉, 하이럼 라이트 (지은이) ", 한빛미디어 ,2022-05-01,32400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  24    ,한 권으로 읽는 컴퓨터 구조와 프로그래밍,"조너선 스타인하트 (지은이), 오현석 (옮긴이) ", 책만 ,2021-06-01,28000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  25    ,Do it! 알고리즘 코딩 테스트 - 자바 편,김종관 (지은이) , 이지스퍼블리싱 (주) ,2022-04-01,22000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  26    ,Real MySQL 8.0 1,"이성욱, 백은빈 (지은이) ", 위키북스 ,2021-12-01,22000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  27    ,비전공자도 이해할 수 있는 AI 지식,"박상길 (지은이), 정진호 (그림) ", 반니 ,2022-08-01,13000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  28    ,혼자 공부하는 데이터 분석 with 파이썬,박해선 (지은이) , 한빛미디어 ,2023-01-01,18720,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  29    ,2023 유선배 SQL개발자(SQLD) 과외노트,정미나 (지은이) , 시대고시기획 ,2023-01-01,16100,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  30    ,NGINX 쿡북,"데릭 디용기 (지은이), 노승헌 (옮긴이) ", 한빛미디어 ,2023-01-01,15120,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  31    ,맛있는 디자인 프리미어 프로 & 애프터 이펙트 CC 2023,"윤성우, 김덕영, 심수진 (지은이) ", 한빛미디어 ,2023-02-01,19200,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  32    ,Do it! 스위프트로 아이폰 앱 만들기 입문,"송호정, 이범근 (지은이) ", 이지스퍼블리싱 ,2023-01-01,23000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  33    ,이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈 (지은이) , 한빛미디어 ,2020-09-01,24480,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  34    ,혼자 공부하는 머신러닝 + 딥러닝,박해선 (지은이) , 한빛미디어 ,2020-12-01,18720,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  35    ,이펙티브 자바,"조슈아 블로크 (지은이), 개앞맵시 (옮긴이) ", 인사이트 ,2020-07-01,28000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  36    ,클린 아키텍처,"로버트 C. 마틴 (지은이), 송준이 (옮긴이) ", 인사이트 ,2020-07-01,22000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  37    ,Do it! 점프 투 파이썬 -전면 개정판,박응용 (지은이) , 이지스퍼블리싱 ,2019-06-01,13000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  38    ,프로그래머의 뇌,"펠리너 헤르만스 (지은이), 차건회 (옮긴이) ", 제이펍 ,2022-03-01,16800,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  39    ,혼자 공부하는 SQL,우재남 (지은이) , 한빛미디어 ,2021-11-01,17280,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  40    ,이것이 자바다,신용권 (지은이) , 한빛미디어 ,2022-09-01,25920,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  41    ,실용주의 프로그래머 20주년 기념판,"데이비드 토머스, 앤드류 헌트 (지은이), 김창준 (감수) ", 인사이트 ,2022-03-01,26400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  42    ,HTTP 완벽 가이드,"데이빗 고울리, 브라이언 토티, 마조리 세이어 (지은이) ", 인사이트 ,2022-05-01,31200,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  43    ,Real MySQL 8.0 2,"이성욱, 백은빈 (지은이) ", 위키북스 ,2021-12-01,24000,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  44    ,Do it! BERT와 GPT로 배우는 자연어 처리 : 트랜스포머 핵심 원리와 허깅페이스 패키지 활용법,이기창 (지은이) , 이지스퍼블리싱 (주) ,2021-12-01,14000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  45    ,밑바닥부터 만드는 컴퓨팅 시스템,"노암 니산, 시몬 쇼켄 (지은이), 김진홍 (옮긴이) ", 인사이트 ,2020-07-01,20000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  46    ,실시간 데이터 파이프라인 아키텍처,"앤드류 살티스 (지은이), 최원영 (옮긴이) ", 비제이퍼블릭 ,2023-01-01,21600,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  47    ,인생 언리얼 교과서,"이영호, 박원석, 박현상 (지은이) ", 성안당 ,2022-07-01,47200,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  48    ,Do it! 깡샘의 플러터 & 다트 프로그래밍,강성윤 (지은이) , 이지스퍼블리싱 (주) ,2023-02-01,30000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  49    ,2023 에듀윌 EXIT 2023 정보처리기사 실기 기본서,손경희(손승호) (지은이) , 에듀윌 ,2023-01-01,29970,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  50    ,리액트를 다루는 기술(개정판),김민준 (지은이) , 길벗 ,2019-09-01,29400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  51    ,자바 ORM 표준 JPA 프로그래밍,김영한 (지은이) , 에이콘출판 ,2020-06-01,34400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  52    ,객체지향의 사실과 오해,조영호 (지은이) , 위키북스 ,2021-07-01,15000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  53    ,파이썬 알고리즘 인터뷰,"박상길 (지은이), 정진호 (그림) ", 책만 ,2020-10-01,30400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  54    ,혼자 공부하는 얄팍한 코딩 지식,고현민 (지은이) , 한빛미디어 ,2022-05-01,12960,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  55    ,빅데이터 커리어 가이드북,"조성준, 김현용, 박서영 (지은이) ", 길벗 ,2021-11-01,14000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  56    ,오브젝트,조영호 (지은이) , 위키북스 ,2021-03-01,26600,4.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  57    ,된다! 하루 5분 노션 활용법,이다슬 (지은이) , 이지스퍼블리싱 (주) ,2022-01-01,9500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  58    ,도메인 주도 개발 시작하기,최범균 (지은이) , 한빛미디어 ,2022-04-01,20160,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  59    ,코어 자바스크립트,정재남 (지은이) , 위키북스 ,2020-02-01,15400,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  60    ,혼자 공부하는 자바,신용권 (지은이) , 한빛미디어 ,2021-07-01,17280,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  61    ,Do it! 쉽게 배우는 R 데이터 분석,김영우 (지은이) , 이지스퍼블리싱 (주) ,2017-07-01,14000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  62    ,핸즈온 머신러닝 (2판),"오렐리앙 제롱 (지은이), 박해선 (옮긴이) ", 한빛미디어 ,2020-05-01,39600,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  63    ,Do it! Vue.js 입문,장기효 (지은이) , 이지스퍼블리싱 ,2018-02-01,10500,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  64    ,국내 최다 이모티콘 승인 작가 씨엠제이가 알려주는 승인율 99.9% 이모티콘 만들기,씨엠제이(최민정) (지은이) , 한빛미디어 ,2022-10-01,10800,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  65    ,네이버 블로그로 돈 벌기,김동석 (지은이) , 한빛미디어 ,2021-10-01,11520,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  66    ,Do it! C 언어 입문,김성엽 (지은이) , 이지스퍼블리싱 (주) ,2017-01-01,16500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  67    ,Must Have 코드팩토리의 플러터 프로그래밍,최지호 (지은이) , 골든래빗(주) ,2023-01-01,32000,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  68    ,아이패드 드로잉&페인팅 with 프로크리에이트,"3D토털 퍼블리싱 (지은이), 김혜연 (옮긴이) ", 이지스퍼블리싱 (주) ,2020-09-01,14000,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  69    ,UX/UI 디자이너를 위한 실무 피그마,클레어 정 (지은이) , 한빛미디어 ,2022-11-01,18720,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  70    ,파이썬 코딩의 기술(개정2판),"브렛 슬라킨 (지은이), 오현석 (옮긴이) ", 길벗 ,2020-11-01,25600,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  71    ,"좋은 코드, 나쁜 코드","톰 롱 (지은이), 차건회 (옮긴이) ", 제이펍 ,2022-09-01,21000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  72    ,된다! 네이버 블로그 상위 노출,황윤정 (지은이) , 이지스퍼블리싱 (주) ,2022-06-01,11500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  73    ,운영체제,구현회 (지은이) , 한빛아카데미(교재) ,2020-11-01,27000,3.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  74    ,된다! 깨비의 DSLR&미러리스 사진 수업,박기덕 (지은이) , 이지스퍼블리싱 (주) ,2022-01-01,12000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  75    ,트랜스포머를 활용한 자연어 처리,"루이스 턴스톨, 레안드로 폰 베라, 토마스 울프 (지은이) ", 한빛미디어 ,2022-12-01,28080,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  76    ,Do it! 게임 10개 만들며 배우는 파이썬,"벤 포터, 쉬무엘 포터 (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 ,2022-12-01,15000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  77    ,아이패드로 캐릭터 디자인 with 프로크리에이트,"3dtotal Publishing (지은이), 김혜연 (옮긴이) ", 이지스퍼블리싱 (주) ,2022-04-01,14000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  78    ,Do it! 알고리즘 코딩 테스트 - C++ 편,김종관 (지은이) , 이지스퍼블리싱 (주) ,2023-01-01,23500,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  79    ,AWS로 시작하는 인프라 구축의 정석,"나카가키 겐지 (지은이), 김모세 (옮긴이) ", 제이펍 ,2022-09-01,19600,4.5,좋은 부모,컴퓨터/인터넷,2023-02-24
  80    ,"UML, 실전에서는 이것만 쓴다","로버트 C. 마틴 (지은이), 이용원, 정지호 (옮긴이) ", 인사이트 ,2021-11-01,16000,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  81    ,파이썬을 이용한 딥러닝/강화학습 주식투자,퀀티랩 (지은이) , 위키북스 ,2022-07-01,21000,3.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  82    ,Do it! 프로덕트 디자인 입문 with 피그마,이상효 (지은이) , 이지스퍼블리싱 (주) ,2023-01-01,15000,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  83    ,어떻게하죠? 유튜브편집 -스마트폰 하나로 편집 끝! VLLO 완전 활용법,이임복 (지은이) , 인터렉티브북스 ,2020-03-01,2500,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  84    ,스마트폰 영상 촬영 + 편집 무작정 따라하기 with 키네마스터,박철우 (지은이) , 길벗 ,2021-09-01,11900,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  85    ,아이패드 캐릭터 드로잉,난다비 (지은이) , 성안당 ,2023-02-01,23200,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  86    ,맛있는 디자인 포토샵 & 일러스트레이터 CC 2023,"빨간고래(박정아), 윤이사라(포완카) (지은이) ", 한빛미디어 ,2023-02-01,18400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  87    ,두들낙서의 C/C++ 한꺼번에 배우기,최지훈 (지은이) , 위키북스 ,2023-02-01,18900,0.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  88    ,거니의 문과 감성 실용 파이썬,이건희 (지은이) , 길벗 ,2023-02-01,17600,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  89    ,리팩터링 2판 (리팩토링 개정판),"마틴 파울러 (지은이), 남기혁, 개앞맵시 (옮긴이) ", 한빛미디어 ,2020-05-01,25200,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  90    ,웹소설 써서 먹고삽니다,정무늬 (지은이) , 길벗 ,2021-04-01,11900,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
  91    ,퇴근 후 스마트스토어로 투잡하기,해밀(박하나) (지은이) , 비제이퍼블릭 ,2020-09-01,22400,5.0,좋은 부모,컴퓨터/인터넷,2023-02-24
