yes24_rank,제목,yes24_writer,yes24_company,yes24_date,yes24_price,yes24_star_content,yes24_star_edit,yes24_gener,sm_gener,time_stamp
15,      기독교신학의 숲 2                                , 김형원 저                                                            , 대장간                                        ,2024-10-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
16,      기독교신학의 숲 1                                , 김형원 저                                                            , 대장간                                        ,2023-02-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
17,      이상규 교수의 초대교회의 이단과 이설   현대종교 신학과 이단 시리즈 3                                , 이상규 저                                                            , 월간현대종교                                        ,2023-02-01,1350,0,0,종교,인문,2023-02-22 23:13:21.976838
18,      부활의 아침을 향하여   누가복음과 함께하는 사순절                                , 강산 저                                                            , 감은사                                         ,2023-02-01,14400,0,0,종교,인문,2023-02-22 23:13:21.976838
19,      법련 2월호 2023년                                 , 화광신문사 출판국 법련부  저                                                            , 화광신문사                                        ,2023-01-01,1500,0,0,종교,인문,2023-02-22 23:13:21.976838
20,      그리스도 안에서 변화되다   고린도전서                                , 론 엘스던 윌리엄 올하우젠 저 안규식 역                                                            , 이레서원                                        ,2023-01-01,6300,0,0,종교,인문,2023-02-22 23:13:21.976838
21,      구약의 숲   하나님 나라로 읽는                                , 김근주 저                                                            , 대장간                                        ,2023-01-01,11000,0,0,종교,인문,2023-02-22 23:13:21.976838
22,      소명  하나님의 시간을 잇는 싸움                                , 김남국 저                                                            , 규장                                        ,2022-12-01,8400,0,0,종교,인문,2023-02-22 23:13:21.976838
23,      하나님  오늘  만나 주세요    오늘의 만나를 구하는 삶쟁이의 노래                                , 전대진 저 김유림 그림                                                            , 넥서스CROSS                                        ,2022-12-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
24,      오늘  새롭게 살 수 있는 이유   매일 새롭고 매일 더 풍성한 감격에 빠지다                                 , 이찬수 저                                                            , 규장                                        ,2022-12-01,10500,0,0,종교,인문,2023-02-22 23:13:21.976838
25,       대여  팀 켈러의 용서를 배우다   왜 해야 하며 어떻게 해야 하는가                                , 팀 켈러  티머시 켈러  저 윤종석 역                                                            , 두란노서원                                        ,2022-12-01,8400,0,0,종교,인문,2023-02-22 23:13:21.976838
26,      팀 켈러의 용서를 배우다   왜 해야 하며 어떻게 해야 하는가                                , 팀 켈러  티머시 켈러  저 윤종석 역                                                            , 두란노서원                                        ,2022-12-01,16800,0,0,종교,인문,2023-02-22 23:13:21.976838
27,      직접적인 길   깨어남을 위한 30가지 실습                                , 아디야샨티 저 김윤 이창엽 역                                                            , 침묵의향기                                        ,2022-12-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
28,      악의 문제와 하나님의 정의                                , 톰 라이트 저                                                            , IVP                                        ,2022-12-01,9000,0,0,종교,인문,2023-02-22 23:13:21.976838
29,      뿌리 깊은 영성은 흔들리지 않는다                                , 게리 토마스 저 윤종석 역                                                            , 도서출판CUP 씨유피                                         ,2022-11-01,14000,0,0,종교,인문,2023-02-22 23:13:21.976838
30,      바로 지금  바로 여기  바로 이것   참나를 찾는 구도자를 위한 안내서                                , 심성일 저                                                            , 침묵의향기                                        ,2022-11-01,13160,0,0,종교,인문,2023-02-22 23:13:21.976838
31,      카툰 성경 구약1   온 가족이 재미있게 보고 쉽게 읽는 만화성경                                , 키이스 닐리 데이비드 마일즈 공저                                                            , 규장                                        ,2022-11-01,19600,0,0,종교,인문,2023-02-22 23:13:21.976838
32,      예배 사색   하나님이 기뻐하시는 예배를 위한 40가지 묵상과 고백                                , 노진준 저                                                            , 죠이선교회                                        ,2022-05-01,9800,0,0,종교,인문,2023-02-22 23:13:21.976838
33,      어웨이크 AWAKE                                , 김유진 저                                                            , 북폴리오                                        ,2022-09-01,11000,4,4,종교,인문,2023-02-22 23:13:21.976838
34,      NICNT 갈라디아서                                , 데이비드 드실바 저 김귀탁 역                                                            , 부흥과개혁사                                        ,2022-09-01,38000,0,0,종교,인문,2023-02-22 23:13:21.976838
35,      NICOT 아가   NICOT 구약 주석 시리즈                                , 트렘퍼 롱맨 3세 저 권대영 역                                                            , 부흥과개혁사                                        ,2022-09-01,13000,0,0,종교,인문,2023-02-22 23:13:21.976838
36,      누나  내가 결혼을 해보니까 말이야   책읽는사자의 연애와 결혼                                , 책읽는사자 저                                                            , 규장                                        ,2022-09-01,9800,5,5,종교,인문,2023-02-22 23:13:21.976838
37,      풍성한 삶으로의 초대 워크북                                , 김형국 저                                                            , 비아토르                                        ,2019-03-01,3500,0,0,종교,인문,2023-02-22 23:13:21.976838
38,      기독교가 직면한 12가지 질문                                , 레베카 맥클러플린 저   이여진 역                                                            , 죠이선교회                                        ,2021-11-01,12600,0,0,종교,인문,2023-02-22 23:13:21.976838
39,      역사의 그늘에 서서   히틀러 치하 독일 신학자들의 설교                                , 칼 바르트 디트리히 본회퍼 헬무트 골비처 게르하르트 에벨링 루돌프 불트만 저 딘 G  스트라우드 편 진규선 역                                                            , 감은사                                         ,2022-08-01,12800,0,0,종교,인문,2023-02-22 23:13:21.976838
40,      NICOT 창세기 2   NICOT 구약 주석 시리즈                                , 빅터 해밀턴 저 임요한 역                                                            , 부흥과개혁사                                        ,2022-07-01,38000,0,0,종교,인문,2023-02-22 23:13:21.976838
41,      한 평범한 직장인의 신비한 영적 체험                                , 미류 아름다운 석류나무  저                                                            , 유페이퍼                                        ,2022-06-01,6900,0,0,종교,인문,2023-02-22 23:13:21.976838
42,      교회 구석에서 묻는 질문들   차마 하지 못했던  우리 시대 청년 그리스도인의 16가지 질문                                , 오성민 저                                                            , 복 있는 사람                                        ,2022-06-01,11000,4,4,종교,인문,2023-02-22 23:13:21.976838
43,      떨며 즐거워하다   하나님을 향한 경건한 두려움                                , 마이클 리브스 저 송동민 역                                                            , 복 있는 사람                                        ,2022-05-01,9800,0,0,종교,인문,2023-02-22 23:13:21.976838
44,      팀 켈러의 탈기독교시대 전도                                , 팀 켈러  티머시 켈러  저 장성우 역                                                            , 두란노서원                                        ,2022-05-01,6300,4,4,종교,인문,2023-02-22 23:13:21.976838
45,      기독교 강요  1541년 프랑스어 초판                                 , 장 칼뱅 저 김대웅 역                                                            , 복있는사람                                        ,2022-03-01,40000,0,0,종교,인문,2023-02-22 23:13:21.976838
46,      탄허학 연구                                , 문광 저                                                            , 조계종출판사                                        ,2021-11-01,16800,0,0,종교,인문,2023-02-22 23:13:21.976838
47,      아무리 바빠도 가정예배                                , 백은실 저                                                            , 규장                                        ,2022-02-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
48,        물음표                                 , 변승우 저                                                            , 도서출판 거룩한진주                                        ,2022-01-01,8800,0,0,종교,인문,2023-02-22 23:13:21.976838
49,      YOUCAT 성경                                , YOUCAT 재단 저 허규 역                                                            , 가톨릭출판사                                        ,2020-04-01,16800,0,0,종교,인문,2023-02-22 23:13:21.976838
50,      하나님을 만나는 법                                , 윤한석 저                                                            , 좋은땅                                        ,2021-12-01,8400,0,0,종교,인문,2023-02-22 23:13:21.976838
51,      레위기   모든 것이 은혜였다                                , 이순임 저                                                            , 유페이퍼                                        ,2021-10-01,7000,0,0,종교,인문,2023-02-22 23:13:21.976838
52,       세트  스토리텔링성경 신 구약  모세오경 역사서 사복음서    성경 전 장을 이야기로 풀어 쓴  총14권                              , 김영진 강정훈 천종수 글   김천정 그림 저                                                            , 성서원                                        ,2021-08-01,39000,4,4,종교,인문,2023-02-22 23:13:21.976838
53,      하나님을 신뢰한다는 것   불확실한 삶에서 하나님을 붙들고 씨름하다                                , 래리 크랩 저 이철민 역                                                            , IVP                                        ,2021-07-01,11000,0,0,종교,인문,2023-02-22 23:13:21.976838
54,      특강 예레미야   파괴하고 무너뜨려라 그것이 은혜의 시작이다                                , 이광수 저                                                            , IVP                                        ,2021-07-01,11200,4,4,종교,인문,2023-02-22 23:13:21.976838
55,      바독의 사주용어집   바람의 독수리  정재권 마스트만의 독특한 통찰과 관법                                 , 정재권 저                                                            , 바람의독수리                                        ,2021-07-01,18000,0,0,종교,인문,2023-02-22 23:13:21.976838
56,      성경신학 스터디 바이블                                , D A  카슨 더글러스 J  무 리처드 S  헤스 T  D  알렉산더 저 이용중 박세혁 원광연 역                                                            , 복있는사람                                        ,2021-07-01,88000,5,5,종교,인문,2023-02-22 23:13:21.976838
57,      교리의 본성                                , 조지 A  린드벡 저 김영원 역                                                            , 도서출판 100                                         ,2021-07-01,18000,0,0,종교,인문,2023-02-22 23:13:21.976838
58,      십자가  하늘 문을 연 천국 열쇠   하용조 강해서 전집 마태복음 4                                , 하용조 저                                                            , 두란노서원                                        ,2021-06-01,19800,0,0,종교,인문,2023-02-22 23:13:21.976838
59,      미륵삼부경 큰글씨 한글경전   미륵상생경  미륵하생경  미륵대성불경                                , 경전연구모임 편저                                                            , 불교시대사                                        ,2021-05-01,7000,0,0,종교,인문,2023-02-22 23:13:21.976838
60,      부모 면허   주님이 맡기신 한 영혼을 그분의 뜻대로 빚어가는 삶                                , 박인경 저                                                            , 규장                                        ,2021-04-01,10500,0,0,종교,인문,2023-02-22 23:13:21.976838
61,      지혜란 무엇인가   잠언 욥기 전도서의 상호작용                                , 송민원 저                                                            , 감은사                                        ,2021-01-01,11200,0,0,종교,인문,2023-02-22 23:13:21.976838
62,      사람의 노예가 되지 마십시오                                , 권상덕 저                                                            , 유페이퍼                                        ,2021-01-01,5500,5,4,종교,인문,2023-02-22 23:13:21.976838
63,      시작에서 답을 찾다   조정민 목사의 창세기 돋보기 1                                , 조정민 저                                                            , 두란노                                        ,2020-11-01,9800,0,0,종교,인문,2023-02-22 23:13:21.976838
64,      하나님  듣고 계시죠    구작가의 솔직 담백 배우자 기도 이야기                                , 구경선 저                                                            , 두란노서원                                        ,2020-10-01,10500,0,0,종교,인문,2023-02-22 23:13:21.976838
65,      40일 묵상 여행   지구 이웃과 함께하는                                , 남호주연합교회 저   기독교환경교육센터 살림 편                                                            , 동연출판사                                        ,2020-09-01,5000,0,0,종교,인문,2023-02-22 23:13:21.976838
66,      마태복음 설교 3   마태가 전한 복음 하나님 나라                                , 최은석 저                                                            , e퍼플                                        ,2020-09-01,6000,0,0,종교,인문,2023-02-22 23:13:21.976838
67,      타문화권 교육 선교                                , 마이클 로마노스키 테리 맥카시 저 김한성 김덕영 역                                                            , CLC 기독교문서선교회                                         ,2020-08-01,9800,0,0,종교,인문,2023-02-22 23:13:21.976838
68,      십자가에 못 박힌 십일조                                , 안용수 저                                                            , 책평화                                        ,2020-07-01,8100,0,0,종교,인문,2023-02-22 23:13:21.976838
69,      천로역정   천국을 향해 가는 순례자의 여정                                , 존 번연 저                                                            , 포이에마                                        ,2020-07-01,9000,0,0,종교,인문,2023-02-22 23:13:21.976838
70,      엄마표 신앙교육   말씀 먹는 아이로 키우는                                , 백은실 저                                                            , 규장                                        ,2020-06-01,9800,0,0,종교,인문,2023-02-22 23:13:21.976838
71,      직업과 선교   모든 성도를 향한 부르심                                , 손창남 저                                                            , 죠이선교회                                        ,2012-07-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
72,      믿음을 의심하다   노진준 목사의 믿고 듣는 믿음 강의                                , 노진준 저                                                            , 두란노                                        ,2020-03-01,11900,0,0,종교,인문,2023-02-22 23:13:21.976838
73,      풍성한 삶으로의 초대                                , 김형국 저                                                            , 비아토르                                        ,2018-04-01,7000,0,0,종교,인문,2023-02-22 23:13:21.976838
74,      텍스트를 넘어 콘텍스트로   한 인문주의자의 사회와 교회 읽기                                , 최종원 저                                                            , 비아토르                                        ,2019-06-01,11000,0,0,종교,인문,2023-02-22 23:13:21.976838
75,      길 잃음과 길 찾음   마음속의 우상과 신앙생활의 열심  그 이상한 결합                                , 유재혁 저                                                            , TnD북스                                        ,2020-02-01,8400,4,4,종교,인문,2023-02-22 23:13:21.976838
76,      삶의 변화를 돕는 귀납적 큐티   기초부터 고급 과정까지 단계별 큐티 훈련 교재                                , 김명호 고상섭 박희원 저                                                            , 넥서스CROSS                                        ,2020-01-01,7800,4,4,종교,인문,2023-02-22 23:13:21.976838
77,      불교학의 고향  카슈미르와 간다라를 가다                                , 권오민 저                                                            , 씨아이알 CIR                                         ,2019-11-01,14000,0,0,종교,인문,2023-02-22 23:13:21.976838
78,      최고의 날 최고의 그리스도인   A to Z 알파벳으로 풀어보는 명쾌한 영성 이야기                                , 임은미 저                                                            , 넥서스CROSS                                        ,2010-06-01,7200,0,0,종교,인문,2023-02-22 23:13:21.976838
79,      쾌도난마 사무엘상2                                , 송태근 저                                                            , 넥서스CROSS                                        ,2016-04-01,7800,0,0,종교,인문,2023-02-22 23:13:21.976838
80,      예수님과 함께하는 40일   당신의 눈물을 닦아 드립니다                                , 이상훈 저                                                            , 넥서스CROSS                                        ,2019-11-01,5400,4,4,종교,인문,2023-02-22 23:13:21.976838
81,      구약의 숲   하나님 나라로 읽는                                , 김근주 저                                                            , 대장간                                        ,2023-01-01,11000,0,0,종교,인문,2023-02-22 23:13:21.976838
82,      소명  하나님의 시간을 잇는 싸움                                , 김남국 저                                                            , 규장                                        ,2022-12-01,8400,0,0,종교,인문,2023-02-22 23:13:21.976838
83,      하나님  오늘  만나 주세요    오늘의 만나를 구하는 삶쟁이의 노래                                , 전대진 저 김유림 그림                                                            , 넥서스CROSS                                        ,2022-12-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
84,      오늘  새롭게 살 수 있는 이유   매일 새롭고 매일 더 풍성한 감격에 빠지다                                 , 이찬수 저                                                            , 규장                                        ,2022-12-01,10500,0,0,종교,인문,2023-02-22 23:13:21.976838
85,       대여  팀 켈러의 용서를 배우다   왜 해야 하며 어떻게 해야 하는가                                , 팀 켈러  티머시 켈러  저 윤종석 역                                                            , 두란노서원                                        ,2022-12-01,8400,0,0,종교,인문,2023-02-22 23:13:21.976838
86,      팀 켈러의 용서를 배우다   왜 해야 하며 어떻게 해야 하는가                                , 팀 켈러  티머시 켈러  저 윤종석 역                                                            , 두란노서원                                        ,2022-12-01,16800,0,0,종교,인문,2023-02-22 23:13:21.976838
87,      직접적인 길   깨어남을 위한 30가지 실습                                , 아디야샨티 저 김윤 이창엽 역                                                            , 침묵의향기                                        ,2022-12-01,9100,0,0,종교,인문,2023-02-22 23:13:21.976838
88,      악의 문제와 하나님의 정의                                , 톰 라이트 저                                                            , IVP                                        ,2022-12-01,9000,0,0,종교,인문,2023-02-22 23:13:21.976838
89,      뿌리 깊은 영성은 흔들리지 않는다                                , 게리 토마스 저 윤종석 역                                                            , 도서출판CUP 씨유피                                         ,2022-11-01,14000,0,0,종교,인문,2023-02-22 23:13:21.976838
90,      바로 지금  바로 여기  바로 이것   참나를 찾는 구도자를 위한 안내서                                , 심성일 저                                                            , 침묵의향기                                        ,2022-11-01,13160,0,0,종교,인문,2023-02-22 23:13:21.976838
91,      카툰 성경 구약1   온 가족이 재미있게 보고 쉽게 읽는 만화성경                                , 키이스 닐리 데이비드 마일즈 공저                                                            , 규장                                        ,2022-11-01,19600,0,0,종교,인문,2023-02-22 23:13:21.976838
92,      예배 사색   하나님이 기뻐하시는 예배를 위한 40가지 묵상과 고백                                , 노진준 저                                                            , 죠이선교회                                        ,2022-05-01,9800,0,0,종교,인문,2023-02-22 23:13:21.976838
93,      어웨이크 AWAKE                                , 김유진 저                                                            , 북폴리오                                        ,2022-09-01,11000,4,4,종교,인문,2023-02-22 23:13:21.976838
94,      NICNT 갈라디아서                                , 데이비드 드실바 저 김귀탁 역                                                            , 부흥과개혁사                                        ,2022-09-01,38000,0,0,종교,인문,2023-02-22 23:13:21.976838
95,      NICOT 아가   NICOT 구약 주석 시리즈                                , 트렘퍼 롱맨 3세 저 권대영 역                                                            , 부흥과개혁사                                        ,2022-09-01,13000,0,0,종교,인문,2023-02-22 23:13:21.976838
96,      누나  내가 결혼을 해보니까 말이야   책읽는사자의 연애와 결혼                                , 책읽는사자 저                                                            , 규장                                        ,2022-09-01,9800,5,5,종교,인문,2023-02-22 23:13:21.976838
97,      풍성한 삶으로의 초대 워크북                                , 김형국 저                                                            , 비아토르                                        ,2019-03-01,3500,0,0,종교,인문,2023-02-22 23:13:21.976838
98,      기독교가 직면한 12가지 질문                                , 레베카 맥클러플린 저   이여진 역                                                            , 죠이선교회                                        ,2021-11-01,12600,0,0,종교,인문,2023-02-22 23:13:21.976838
99,      역사의 그늘에 서서   히틀러 치하 독일 신학자들의 설교                                , 칼 바르트 디트리히 본회퍼 헬무트 골비처 게르하르트 에벨링 루돌프 불트만 저 딘 G  스트라우드 편 진규선 역                                                            , 감은사                                         ,2022-08-01,12800,0,0,종교,인문,2023-02-22 23:13:21.976838
100,      NICOT 창세기 2   NICOT 구약 주석 시리즈                                , 빅터 해밀턴 저 임요한 역                                                            , 부흥과개혁사                                        ,2022-07-01,38000,0,0,종교,인문,2023-02-22 23:13:21.976838
1,      헤어질 결심 스토리보드북                                , 이윤호 그림 박찬욱 감독                                                            , 을유문화사                                        ,2022-11-01,23100,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
2,      반 고흐 영혼의 편지   고흐의 불꽃같은 열망과 고독한 내면의 기록                                 , 빈센트 반 고흐 저 신성림 편                                                            , 위즈덤하우스                                        ,2019-06-01,10500,5,5,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
3,      한경아르떼 합스부르크 600년 매혹의 걸작들 100배 즐기기   한 오스트리아 수교 130주년 기념 국립중앙박물관 특별전                                , 한경arte 특별취재팀 저                                                            , 한국경제신문                                        ,2022-12-01,10400,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
4,      과학으로 풀어보는 음악의 비밀  개정판                                 , John Powell 저 장호연 역                                                            , 뮤진트리                                        ,2022-11-01,12600,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
5,      한계선을 넘다    눈물을 마시는 새  게임 영상화를 위한 아트북                                 , 크래프톤 저                                                            , 황금가지                                        ,2022-11-01,18000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
6,      날마다 수성펜 수채화   플러스펜으로 그리는 오늘의 설렘                                , 노영화 저                                                            , 혜지원                                        ,2022-10-01,11200,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
7,      그림들   모마 미술관 도슨트북                                , SUN 도슨트 저                                                            , 나무의마음                                        ,2022-10-01,14500,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
8,      헤어질 결심 각본                                , 박찬욱 정서경 저                                                            , 을유문화사                                        ,2022-08-01,10500,5,3,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
9,      뮤지컬 익스프레스 슈퍼스타   뮤지컬이라는 우주로 떠나기 위한 특급 안내서                                , 황조교 황정후  저                                                            , 초록비책공방                                        ,2022-08-01,14000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
10,      초짜를 위한 재즈 피아노 반주법 vol 1                                , 박민 저                                                            , 유페이퍼                                        ,2022-06-01,5000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
11,      초짜를 위한 발라드 피아노 반주법 vol 1                                , 박민 저                                                            , 유페이퍼                                        ,2022-05-01,5000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
12,      태양                                     , 마에카와 도모히로 저 김현정 그림 이홍이 역                                                            , 알마 출판사                                        ,2022-05-01,11200,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
13,      연모 1   한희정 대본집                                , 한희정 저                                                            , 북로그컴퍼니                                        ,2022-02-01,12950,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
14,      나만 따라와  같이 음악 만들자 feat  로직 프로 10 6   책 한 권으로 만드는 나의 첫 번째 음악                                , 김대운 저                                                            , 비제이퍼블릭 BJ퍼블릭                                         ,2021-11-01,28000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
15,      악보 없이 기타 치기                                , 다길람 저                                                            , 북랩                                        ,2021-01-01,9800,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
16,      예술가가 되는 법   내 안의 창조력을 깨우는 63가지 법칙                                , 제리 살츠 저 조미라 역                                                            , 처음북스 CheomBooks                                         ,2020-09-01,11000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
17,      신  무서운 그림   명화 속 숨겨진 어둠을 읽다                                , 나카노 교코 저 이연식 역                                                            , 세미콜론                                        ,2020-07-01,10500,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
18,      건축 인테리어 스케치 쉽게 따라하기                                , 스테파니 트래비스 저   이지민 역                                                            , 더숲                                        ,2020-06-01,9100,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
19,      로코코 다이어리                                , 엘리자베스 비제 르브룅 저                                                            , 아르드                                        ,2020-01-01,14000,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
20,      1일 1클래식 1기쁨                                , 클레먼시 버턴힐 저 김재용 역                                                            , 윌북                                        ,2020-01-01,12900,4,3,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
21,      나 홀로 음반내기   음반 제작  유통  등록  홍보  정산의 완벽 가이드                                 , 오승환 저                                                            , 생각비행                                        ,2019-07-01,10500,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
22,      STORY 시나리오 어떻게 쓸 것인가   되는 영화를 만드는 시나리오 불변의 법칙들                                , 로버트 맥키 저                                                            , 민음인                                        ,2019-02-01,17500,4,4,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
23,      미스터 션샤인 2                                , 김수연 저 김은숙 원저                                                            , 알에이치코리아 RHK                                         ,2018-10-01,10360,5,5,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
24,      미스터 션샤인 1                                , 김수연 저 김은숙 원저                                                            , 알에이치코리아 RHK                                         ,2018-10-01,10360,4,5,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
25,      단편영화 제작 가이드                                , 김병정 저                                                            , 아모르문디                                        ,2018-07-01,4900,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
26,      현대미술은 처음인데요   큐레이터가 들려주는 친절한 미술 이야기                                , 안휘경 제시카 체라시 저 조경실 역                                                            , 행성B잎새                                         ,2017-08-01,9000,4,4,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
27,      발칙한 현대 미술사   천재 예술가들의 크리에이티브 경쟁                                , 윌 곰퍼츠 저 김세진 역                                                            , 알에이치코리아 RHK                                         ,2016-02-01,17500,3,2,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
28,      인간의 마음을 사로잡는 스무 가지 플롯                                , 로널드 B  토비아스 저   김석만 역                                                            , 풀빛                                        ,2015-07-01,11200,4,4,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
29,      나 홀로 음반내기   음반 제작  유통  등록  홍보  정산의 완벽 가이드                                 , 오승환 저                                                            , 생각비행                                        ,2019-07-01,10500,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
30,      STORY 시나리오 어떻게 쓸 것인가   되는 영화를 만드는 시나리오 불변의 법칙들                                , 로버트 맥키 저                                                            , 민음인                                        ,2019-02-01,17500,4,4,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
31,      미스터 션샤인 2                                , 김수연 저 김은숙 원저                                                            , 알에이치코리아 RHK                                         ,2018-10-01,10360,5,5,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
32,      미스터 션샤인 1                                , 김수연 저 김은숙 원저                                                            , 알에이치코리아 RHK                                         ,2018-10-01,10360,4,5,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
33,      단편영화 제작 가이드                                , 김병정 저                                                            , 아모르문디                                        ,2018-07-01,4900,0,0,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
34,      현대미술은 처음인데요   큐레이터가 들려주는 친절한 미술 이야기                                , 안휘경 제시카 체라시 저 조경실 역                                                            , 행성B잎새                                         ,2017-08-01,9000,4,4,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
35,      발칙한 현대 미술사   천재 예술가들의 크리에이티브 경쟁                                , 윌 곰퍼츠 저 김세진 역                                                            , 알에이치코리아 RHK                                         ,2016-02-01,17500,3,2,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
36,      인간의 마음을 사로잡는 스무 가지 플롯                                , 로널드 B  토비아스 저   김석만 역                                                            , 풀빛                                        ,2015-07-01,11200,4,4,예술 대중문화,가정/생활,2023-02-22 23:13:21.976838
1,      물고기는 존재하지 않는다   상실  사랑 그리고 숨어 있는 삶의 질서에 관한 이야기                                , 룰루 밀러 저 정지인 역                                                            , 곰출판                                        ,2022-01-01,11900,4,4,자연과학,자연/과학,2023-02-22 23:13:21.976838
2,      노화의 종말   하버드 의대 수명 혁명 프로젝트                                , 데이비드 A  싱클레어 매슈 D  러플랜트 저                                                            , 부키                                        ,2020-08-01,15500,4,4,자연과학,자연/과학,2023-02-22 23:13:21.976838
3,      나를 알고 싶을 때 뇌과학을 공부합니다   뇌가 멈춘 순간  삶이 시작되었다                                , 질 볼트 테일러 저 진영인 역                                                            , 윌북 willbook                                         ,2022-03-01,13900,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
4,      파인만 씨 농담도 잘하시네 1                                , 리처드 필립 파인만 저 김희봉 역                                                            , 사이언스북스                                        ,2014-07-01,5600,4,4,자연과학,자연/과학,2023-02-22 23:13:21.976838
5,       ashTAG 지구과학1 개념 통합 요약정리                                , 메리트 저                                                            , 유페이퍼                                        ,2023-01-01,18000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
6,      철도차량기술공학 III  기출문제해설서                                , 홍용기  한국철도차량기술사회 저                                                            , 철도연구협동조합                                        ,2023-02-01,40000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
7,      AI 지도책   세계의 부와 권력을 재편하는 인공지능의 실체                                , 케이트 크로퍼드 저 노승영 역                                                            , 소소의책                                        ,2023-01-01,16800,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
8,      줄기세포 그것이 알고 싶다                                 , 이은규 저                                                            , 초록엽서                                        ,2023-01-01,7000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
9,      자율신경계   그림으로 읽는 잠 못들 정도로 재미있는 이야기                                , 양지영 역 고바야시 히로유키 박주홍 감수                                                            , 성안당                                        ,2022-12-01,7800,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
10,      악령이 출몰하는 세상   과학  어둠 속의 촛불                                , 칼 에드워드 세이건 저 이상헌 역 앤 드루얀 기획                                                            , 사이언스북스                                        ,2022-12-01,24000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
11,      엔지니어 재료분석   재료의 분석 이론과 해석 방법을 담다                                , 화재연 필명  저                                                            , 중앙경제평론사                                        ,2022-08-01,12000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
12,      건강의 뇌과학   날마다 젊어지는 뇌의 비밀                                , 제임스 굿윈 저 박세연 역                                                            , 현대지성                                        ,2022-07-01,15000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
13,      처음 읽는 양자컴퓨터 이야기   양자컴퓨터  그 오해와 진실 개발 최전선에서 가장 쉽게 설명한다                                 , 다케다   타로 저 전종훈 역 김재완 감수                                                            , 플루토                                        ,2022-06-01,11550,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
14,      일반기계기사 실기 출제 도면집   CAD 2D   3D 작업형 실기시험용                                , 메카피아 저                                                            , 메카피아                                        ,2022-05-01,18200,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
15,      건설의 미래를 바꾸는 알기 쉬운 BIM 활용법                                , 이에이리 료우타 저 엄기영 이성혁 조국환 김성일 신정열 역                                                            , 씨아이알 CIR                                         ,2022-04-01,20000,0,0,자연과학,자연/과학,2023-02-22 23:13:21.976838
