aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_가격,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,현재 날짜
  52    ,R.U.R,"카렐 차페크 (지은이), 유선비 (옮긴이) ", 이음 ,2020-04-01,8400,5.0,예술/대중문화,문화/예술,2023-02-23
  53    ,핵심 서양미술사,"제라르 드니조 (지은이), 배영란 (옮긴이) ", 클 ,2019-03-01,9900,0.0,예술/대중문화,문화/예술,2023-02-23
  54    ,"철학자 들뢰즈, 화가 베이컨을 말하다",박정태 (지은이) , 이학사 ,2019-01-01,9800,5.0,예술/대중문화,문화/예술,2023-02-23
  55    ,내 맘대로 꾸미는 클래식 감상수업,오기영 (지은이) , 백년동안 ,2022-12-01,14000,5.0,예술/대중문화,문화/예술,2023-02-23
  56    ,예술의 종말 이후,"아서 단토 (지은이), 김광우, 이성훈 (옮긴이) ", 미술문화 ,2015-05-01,15000,4.5,예술/대중문화,문화/예술,2023-02-23
  57    ,술꾼도시여자들 시즌1,위소영 (지은이) , 북로그컴퍼니 ,2022-04-01,11900,5.0,예술/대중문화,문화/예술,2023-02-23
  58    ,30일 완성! 나도 드럼 친다 : 초보 편,최성수 (지은이) , 이담북스 ,2020-04-01,5950,0.0,예술/대중문화,문화/예술,2023-02-23
  59    ,바이올린 연주와 교육의 원리,이반 갈라미안 (지은이) , 아르드 ,2020-06-01,11000,0.0,예술/대중문화,문화/예술,2023-02-23
  60    ,그림소담,탁현규 (지은이) , 디자인하우스 ,2014-06-01,9000,4.5,예술/대중문화,문화/예술,2023-02-23
  61    ,기본 원형 제도,장성은 (지은이) , 유페이퍼 ,2022-11-01,15000,0.0,예술/대중문화,문화/예술,2023-02-23
  62    ,히사이시 조의 음악일기,"히사이시 조 (Hisaishi Joe) (지은이), 손열음 (Yeol Eum Son) (감수) ", 책세상 ,2021-12-01,12500,4.5,예술/대중문화,문화/예술,2023-02-23
  63    ,고화정담,탁현규 (지은이) , 디자인하우스 ,2016-01-01,10500,4.5,예술/대중문화,문화/예술,2023-02-23
  64    ,동양미학론,이상우 (지은이) , 아카넷 ,2018-06-01,9500,5.0,예술/대중문화,문화/예술,2023-02-23
  65    ,캐리커처의 역사 ,박세현 (지은이) , 팬덤북스 ,2012-05-01,1000,0.0,예술/대중문화,문화/예술,2023-02-23
  66    ,인간의 삶 - 지식을만드는지식 고전선집,"레오니트 안드레예프 (지은이), 이수경 (옮긴이) ", 지만지드라마 ,2009-02-01,10240,3.0,예술/대중문화,문화/예술,2023-02-23
  67    ,달리는 소녀 그리는 법,"포스트 미디어 편집부 (지은이), 김재훈 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2023-01-01,19200,3.0,예술/대중문화,문화/예술,2023-02-23
  68    ,어떻게 미치지 않을 수 있겠니?,김갑수 (지은이) , 오픈하우스 ,2014-12-01,12600,4.0,예술/대중문화,문화/예술,2023-02-23
  69    ,사랑방 손님과 어머니,임희재 (지은이) , 오늘부터출판사 ,2022-07-01,4050,0.0,예술/대중문화,문화/예술,2023-02-23
  70    ,3월의 눈,배삼식 (지은이) , 민음사 ,2022-02-01,15400,5.0,예술/대중문화,문화/예술,2023-02-23
  71    ,낮은 칼바람 - 신안진 희곡 [2019 아르코 창작산실 대본공모 선정작품],신안진 (지은이) , 독서학교 ,2020-12-01,5000,0.0,예술/대중문화,문화/예술,2023-02-23
  72    ,슈룹 1,박바라 (지은이) , 북로그컴퍼니 ,2023-01-01,14000,0.0,예술/대중문화,문화/예술,2023-02-23
  73    ,"달콤, 살벌한 만남","류병학, 이유진 (지은이) ", 케이에이알 ,2022-10-01,5000,0.0,예술/대중문화,문화/예술,2023-02-23
  74    ,픽사 스토리텔링,"매튜 룬 (지은이), 박여진 (옮긴이) ", 현대지성 ,2022-01-01,11000,5.0,예술/대중문화,문화/예술,2023-02-23
  75    ,햄릿 (한글),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2012-12-01,990,4.0,예술/대중문화,문화/예술,2023-02-23
  76    ,오셀로 - 열린책들 세계문학 193,"윌리엄 셰익스피어 (지은이), 권오숙 (옮긴이) ", 열린책들 ,2012-01-01,6000,4.5,예술/대중문화,문화/예술,2023-02-23
  77    ,햄릿,최종철 (옮긴이) , 민음사 ,2013-02-01,4900,4.0,예술/대중문화,문화/예술,2023-02-23
  78    ,인형의 집,"헨리크 입센 (지은이), 안미란 (옮긴이) ", 민음사 ,2012-07-01,5600,4.5,예술/대중문화,문화/예술,2023-02-23
  79    ,상관없는 거 아닌가?,장기하 (지은이) , 문학동네 ,2020-09-01,11000,4.0,예술/대중문화,문화/예술,2023-02-23
  80    ,리어 왕 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-06-01,990,0.0,예술/대중문화,문화/예술,2023-02-23
  81    ,1일 1클래식 1기쁨,"클레먼시 버턴힐 (지은이), 김재용 (옮긴이) ", 윌북 ,2020-01-01,12900,4.5,예술/대중문화,문화/예술,2023-02-23
  82    ,로미오와 줄리엣 (한글판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-11-01,990,0.0,예술/대중문화,문화/예술,2023-02-23
  83    ,반 고흐 영혼의 편지,"빈센트 반 고흐 (지은이), 신성림 (옮긴이) ", 예담 ,2019-06-01,10500,4.5,예술/대중문화,문화/예술,2023-02-23
  84    ,벚꽃동산 (한글판),"안톤 파블로비치 체호프 (지은이), 장한 (옮긴이) ", 더클래식 ,2013-12-01,990,3.5,예술/대중문화,문화/예술,2023-02-23
  85    ,박찬욱의 몽타주,박찬욱 (지은이) , 마음산책 ,2014-04-01,9800,4.0,예술/대중문화,문화/예술,2023-02-23
  86    ,오셀로 (한글판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 ,2017-04-01,990,0.0,예술/대중문화,문화/예술,2023-02-23
  87    ,나를 보는 당신을 바라보았다,김혜리 (지은이) , 어크로스 ,2017-04-01,9500,4.5,예술/대중문화,문화/예술,2023-02-23
  88    ,미니 캐릭터 다양하게 그리기,"카도마루 츠부라, 미야츠키 모소코 (지은이), 문성호 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2018-12-01,12960,5.0,예술/대중문화,문화/예술,2023-02-23
  89    ,그림은 금방 능숙해지지 않는다.,"나리토미 미오리 (지은이), 양필성 (옮긴이) ", 스몰빅아트 ,2016-10-01,12000,4.0,예술/대중문화,문화/예술,2023-02-23
  90    ,위로의 미술관,진병관 (지은이) , 빅피시 ,2022-08-01,13160,5.0,예술/대중문화,문화/예술,2023-02-23
  91    ,시련,"아서 밀러 (지은이), 최영 (옮긴이) ", 민음사 ,2018-12-01,7000,4.5,예술/대중문화,문화/예술,2023-02-23
  92    ,보이첵 Woyzeck (한글판 + 영문판),"게오르그 뷔히너 (지은이), 이재인 (옮긴이) ", 더클래식 ,2015-01-01,990,5.0,예술/대중문화,문화/예술,2023-02-23
  93    ,"아무튼, 피아노",김겨울 (지은이) , 제철소 ,2022-04-01,8500,4.5,예술/대중문화,문화/예술,2023-02-23
  94    ,재즈 잇 업 jazz it up,남무성 (지은이) , 서해문집 ,2018-04-01,18900,5.0,예술/대중문화,문화/예술,2023-02-23
  95    ,LIVE2D 캐릭터 모델링 기초 강의,"fumi(후미) (지은이), 김재훈 (옮긴이) ", AK(에이케이)커뮤니케이션즈 ,2022-01-01,21600,0.0,예술/대중문화,문화/예술,2023-02-23
  96    ,자본주의 리얼리즘,"마크 피셔 (지은이), 박진철 (옮긴이) ", 리시올 ,2019-02-01,9100,0.0,예술/대중문화,문화/예술,2023-02-23
  97    ,카메라를 끄고 씁니다,"양영희 (지은이), 인예니 (옮긴이) ", 마음산책 ,2022-11-01,10100,5.0,예술/대중문화,문화/예술,2023-02-23
  98    ,디테일 사전 : 도시 편,"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 ,2021-05-01,15400,5.0,예술/대중문화,문화/예술,2023-02-23
  99    ,밤으로의 긴 여로,"유진 오닐 (지은이), 민승남 (옮긴이) ", 민음사 ,2012-10-01,6300,4.5,예술/대중문화,문화/예술,2023-02-23
  100    ,디테일 사전 : 시골 편,"안젤라 애커만, 베카 푸글리시 (지은이), 최세희 (옮긴이) ", 윌북 ,2021-05-01,15400,4.5,예술/대중문화,문화/예술,2023-02-23
  1    ,거의 모든 일상 표현의 영어,"케빈 강, 해나 변 (지은이) ", 사람in ,2022-11-01,11900,5.0,외국어,외국어,2023-02-23
  2    ,키위엔 영어회화 하루 5분의 기적,박강준 (지은이) , 키위엔 ,2022-12-01,13650,5.0,외국어,외국어,2023-02-23
  3    ,미국인 사용빈도 다반사 영어회화 구동사,"김아영, Jennifer Grill (지은이) ", 사람in ,2023-02-01,12600,5.0,외국어,외국어,2023-02-23
  4    ,해커스 토익 실전 1000제 1 RC Reading 문제집 (리딩),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,9520,0.0,외국어,외국어,2023-02-23
  5    ,거의 모든 행동 표현의 영어,서영조 (지은이) , 사람in ,2022-03-01,11200,5.0,외국어,외국어,2023-02-23
  6    ,영어 회화 핵심패턴 233 (2023개정판),백선엽 (지은이) , 길벗이지톡 ,2023-01-01,14400,5.0,외국어,외국어,2023-02-23
  7    ,영어 회화의 결정적 단어들,서영조 (지은이) , 사람in ,2020-03-01,10500,5.0,외국어,외국어,2023-02-23
  8    ,NEW 일본어 상용한자 2136 한권으로 끝내기,"이이호시 카즈야, 한선희 (지은이) ", 다락원 ,2021-01-01,19000,4.5,외국어,외국어,2023-02-23
  9    ,해커스 토익 실전 1000제 1 LC Listening 문제집 (리스닝),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,9520,0.0,외국어,외국어,2023-02-23
  10    ,센스 있는 영어 표현,에디 리 (지은이) , 넥서스 ,2022-12-01,9100,5.0,외국어,외국어,2023-02-23
  11    ,일본어 잘하고 싶을 땐 다락원 독학 첫걸음,정의상 (지은이) , 다락원 ,2019-05-01,10500,5.0,외국어,외국어,2023-02-23
  12    ,해커스 그래머 게이트웨이 베이직 : 초보를 위한 기초 영문법 (Grammar Gateway Basic),David Cho (지은이) , 해커스어학연구소(Hackers) ,2022-08-01,10430,5.0,외국어,외국어,2023-02-23
  13    ,"원서, 읽(힌)다",강주헌 (지은이) , 길벗이지톡 ,2023-02-01,18400,4.0,외국어,외국어,2023-02-23
  14    ,어린 왕자 (한글판),"앙투안 드 생텍쥐페리 (지은이), 김미정 (옮긴이) ", 더클래식 ,2012-06-01,990,4.5,외국어,외국어,2023-02-23
  15    ,영어 회화 핵심패턴 233 중고급편(2023개정판),조이스 백 (지은이) , 길벗이지톡 ,2023-01-01,14400,5.0,외국어,외국어,2023-02-23
  16    ,JLPT 일본어능력시험 한권으로 끝내기 N5,"이치우, 이한나 (지은이) ", 다락원 ,2022-11-01,20500,4.5,외국어,외국어,2023-02-23
  17    ,일본어 상용한자 무작정 따라하기 1,권경배 (지은이) , 길벗이지톡 ,2023-02-01,20800,5.0,외국어,외국어,2023-02-23
  18    ,프랑켄슈타인 (한글+영문),"메리 셸리 (지은이), 구자언 (옮긴이) ", 미르북컴퍼니 ,2014-06-01,1100,4.0,외국어,외국어,2023-02-23
  19    ,키다리 아저씨 (한글판 + 영문판),"진 웹스터 (지은이), 허윤정 (옮긴이) ", 더클래식 ,2015-09-01,1100,4.5,외국어,외국어,2023-02-23
  20    ,JLPT(일본어능력시험) 한권으로 끝내기 N3,"이치우, 기타지마 치즈코 (지은이) ", 다락원 ,2021-11-01,20500,4.0,외국어,외국어,2023-02-23
  21    ,[세트] 강성태 영단어 어원편 : DAY 01~60 (총2권/완결),강성태 (지은이) , 키출판사 ,2018-12-01,13800,0.0,외국어,외국어,2023-02-23
  22    ,거의 모든 행동 표현의 일본어,"서영조, TJL 콘텐츠 연구소 (지은이), 고가 사토시 (감수) ", 사람in ,2022-07-01,11550,5.0,외국어,외국어,2023-02-23
  23    ,옥스퍼드 오늘의 단어책,"수지 덴트 (지은이), 고정아 (옮긴이) ", 윌북 ,2023-01-01,13900,4.5,외국어,외국어,2023-02-23
  24    ,별 (한글판 + 영문판),"알퐁스 도데 (지은이), 조정훈 (옮긴이) ", 더클래식 ,2015-01-01,990,0.0,외국어,외국어,2023-02-23
  25    ,해커스 토익 실전 1000제 1 RC Reading 해설집 (리딩),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,14320,0.0,외국어,외국어,2023-02-23
  26    ,해커스톡 영어회화 10분의 기적 : 미국에서 당장 써먹는 영어,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2022-07-01,9680,5.0,외국어,외국어,2023-02-23
  27    ,10일 만에 끝내는 해커스 토익스피킹(토스),해커스어학연구소 (엮은이) , 해커스어학연구소(Hackers) ,2023-01-01,15000,0.0,외국어,외국어,2023-02-23
  28    ,바로 쓰는 영어,"셀리 (지은이), Thomas W. Selley (감수) ", 넥서스 ,2022-07-01,12600,5.0,외국어,외국어,2023-02-23
  29    ,거의 모든 숫자 표현의 영어,"조나단 데이비스, 유현정 (지은이) ", 사람in ,2020-06-01,10500,5.0,외국어,외국어,2023-02-23
  30    ,영어 감정 표현 사전,"샘 노리스 (지은이), 정병선 (옮긴이) ", 길벗이지톡 ,2022-07-01,18900,5.0,외국어,외국어,2023-02-23
  31    ,지킬 박사와 하이드 (한글+영문),로버트 루이스 스티븐슨 (지은이) , 미르북컴퍼니 ,2014-06-01,990,0.0,외국어,외국어,2023-02-23
  32    ,영어 필사 100일의 기적,퍼포먼스 코치 리아 (지은이) , 넥서스 ,2021-11-01,10500,4.5,외국어,외국어,2023-02-23
  33    ,JLPT(일본어능력시험) 한권으로 끝내기 N2,"이치우, 기타지마 치즈코 (지은이) ", 다락원 ,2021-11-01,20500,3.5,외국어,외국어,2023-02-23
  34    ,JLPT(일본어능력시험) 한권으로 끝내기 N1,"이치우, 기타지마 치즈코 (지은이) ", 다락원 ,2021-11-01,20500,4.0,외국어,외국어,2023-02-23
  35    ,오셀로 (한글판 + 영문판),"윌리엄 셰익스피어 (지은이), 김민애 (옮긴이) ", 더클래식 ,2015-01-01,990,0.0,외국어,외국어,2023-02-23
  36    ,해커스톡 왕초보 영어회화 10분의 기적 : 기초패턴으로 말하기,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2020-05-01,8930,5.0,외국어,외국어,2023-02-23
  37    ,NEW 일본어 상용한자 기초 마스터 1026,"이이호시 카즈야, 한선희 (지은이) ", 다락원 ,2020-05-01,11900,4.0,외국어,외국어,2023-02-23
  38    ,N1에서 N5까지 총정리 JLPT 문법사전,나무 (지은이) , 세나북스 ,2021-12-01,8900,5.0,외국어,외국어,2023-02-23
  39    ,YBM 스타트 토익 RC,YBM 토익연구소 (지은이) , 와이비엠 ,2017-09-01,9100,0.0,외국어,외국어,2023-02-23
  40    ,지텔프 기출 문제 해설집  Level 2,성안당 지텔프 연구소 (지은이) , 성안당 ,2021-12-01,17600,4.5,외국어,외국어,2023-02-23
  41    ,해커스 토익 실전 1000제 2 LC Listening (리스닝) 문제집 (2023 최신개정판),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,9520,5.0,외국어,외국어,2023-02-23
  42    ,나혼자 끝내는 독학 일본어 첫걸음(최신 증보판),넥서스콘텐츠개발팀 (지은이) , 넥서스Japanese ,2022-12-01,10500,0.0,외국어,외국어,2023-02-23
  43    ,영어는 아는 단어로,"스즈키 히로시 (지은이), 정은희 (옮긴이) ", 웅진지식하우스 ,2022-12-01,10800,5.0,외국어,외국어,2023-02-23
  44    ,YBM 실전토익 RC 1000,YBM 편집국 (지은이) , 와이비엠 ,2017-01-01,10500,4.5,외국어,외국어,2023-02-23
  45    ,해커스 토플 액츄얼 테스트 리딩 (Hackers TOEFL Actual Test Reading),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,15600,4.5,외국어,외국어,2023-02-23
  46    ,해커스 토플 액츄얼 테스트 스피킹 (Hackers TOEFL Actual Test Speaking),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,18400,4.0,외국어,외국어,2023-02-23
  47    ,해커스 토플 액츄얼 테스트 리스닝 (Hackers TOEFL Actual Test Listening),해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2023-01-01,15600,3.5,외국어,외국어,2023-02-23
  48    ,정재현 지텔프 보카 Level 2,정재현어학연구소 (지은이) , 넥서스 ,2023-02-01,9100,0.0,외국어,외국어,2023-02-23
  49    ,에듀윌 토익 기출 Voca,에듀윌 어학연구소 (지은이) , 에듀윌 ,2022-10-01,9720,5.0,외국어,외국어,2023-02-23
  50    ,구슬쌤의 예의 바른 영어 표현,구슬 (지은이) , 사람in ,2021-01-01,10500,5.0,외국어,외국어,2023-02-23
  51    ,걸어 다니는 어원 사전,"마크 포사이스 (지은이), 홍한결 (옮긴이) ", 윌북 ,2020-09-01,12000,4.5,외국어,외국어,2023-02-23
  52    ,야간 비행 (한글+영문),"앙투안 드 생텍쥐페리 (지은이), 윤정임 (옮긴이) ", 미르북컴퍼니 ,2014-06-01,990,4.0,외국어,외국어,2023-02-23
  53    ,해커스 여행일본어 10분의 기적,해커스JLPT연구소 (지은이) , 해커스어학연구소(Hackers) ,2020-02-01,6860,4.5,외국어,외국어,2023-02-23
  54    ,해커스 첫토익 LC + RC + VOCA,해커스어학연구소 (지은이) , 해커스어학연구소(Hackers) ,2022-09-01,11920,5.0,외국어,외국어,2023-02-23
  55    ,변신 (한글판 + 영문판),"프란츠 카프카 (지은이), 한영란 (옮긴이) ", 더클래식 ,2015-04-01,990,0.0,외국어,외국어,2023-02-23
  56    ,파고다 오픽의 신(神) IM2-AL,"이현석, 김소라 (지은이) ", 파고다 ,2020-12-01,12600,4.5,외국어,외국어,2023-02-23
  57    ,미국 영어 회화 문법 2,김아영 (지은이) , 사람in ,2019-07-01,11200,4.5,외국어,외국어,2023-02-23
  58    ,나혼자 끝내는 독학 스페인어 첫걸음,임창희 (지은이) , 넥서스 ,2017-09-01,9000,4.5,외국어,외국어,2023-02-23
  59    ,영어 문장의 결정적 패턴들,서영조 (지은이) , 사람in ,2021-08-01,10500,5.0,외국어,외국어,2023-02-23
  60    ,동물 농장,"조지 오웰 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-04-01,990,4.0,외국어,외국어,2023-02-23
  61    ,JLPT(일본어능력시험) 한권으로 끝내기 N4,"이치우, 이한나 (지은이) ", 다락원 ,2021-11-01,20500,5.0,외국어,외국어,2023-02-23
